1,32,149,149 4996.444444 4280.555556
1,64,147,147 11924.111111 7872.111111
1,80,73,73 3251.600000 4141.600000
1,192,35,35 4156.840909 2414.525000
1,96,35,35 2557.121212 1858.000000
1,32,35,35 3045.500000 1352.000000
1,256,35,35 3196.063830 3544.044444
1,64,35,35 2473.962264 1953.204082
1,48,35,35 2214.892857 1970.473684
1,288,35,35 3490.384615 3509.129032
1,288,17,17 4154.700000 2930.600000
1,768,17,17 3275.222798 3277.835749
1,128,17,17 1870.543860 1626.935484
1,192,17,17 2029.107143 1808.657609
1,160,17,17 1956.129310 1711.117647
1,768,8,8 2428.000000 1675.653846
1,1280,8,8 2405.387755 2067.540000
1,448,8,8 1891.400000 2152.411765
1,384,8,8 1807.653846 1479.576471
1,320,8,8 2524.700000 1390.526316
1,2048,8,8 2430.555556 2582.694915
1,2048,1,1 1248.333333 1197.125000
1,1,1,1001 1044.777778 1044.833333
1,1001 917.842105 1023.384615
1,3,299,299 2354.333333 2354.333333
1,32,147,147 4620.100000 4579.000000
1,64,73,73 3857.777778 2478.800000
1,192,71,71 9969.200000 7651.200000
1,1001,1,1 982.444444 1084.777778
