cell_stem_1/Pad/paddings,CPU,1.0,0.2,0.2
cell_stem_1/strided_slice/stack,CPU,0.9,0.2,0.22222222222222224
cell_stem_1/strided_slice/stack_1,CPU,0.0,0.3,0
cell_stem_1/strided_slice/stack_2,CPU,0.9,0.1,0.11111111111111112
cell_0/Pad/paddings,CPU,0.0,0.8,0
cell_0/strided_slice/stack,CPU,0.0,0.3,0
cell_0/strided_slice/stack_1,CPU,0.0,0.4,0
cell_0/strided_slice/stack_2,CPU,0.0,0.3,0
cell_4/Pad/paddings,CPU,0.0,0.1,0
cell_4/strided_slice/stack,CPU,0.0,0.3,0
cell_4/strided_slice/stack_1,CPU,0.0,0.4,0
cell_4/strided_slice/stack_2,CPU,0.0,0.3,0
cell_7/Pad/paddings,CPU,0.0,0.1,0
cell_7/strided_slice/stack,CPU,0.0,0.0,0
cell_7/strided_slice/stack_1,CPU,0.0,0.0,0
cell_7/strided_slice/stack_2,CPU,0.0,0.4,0
final_layer/FC/weights,CPU,0.0,0.2,0
final_layer/FC/biases,CPU,0.0,0.4,0
conv0/Conv2D,CPU,1341.3333333333333,1512.3,1.1274602385685886
cell_stem_0/Relu,CPU,249.11111111111111,531.1,2.1319803746654773
cell_stem_0/comb_iter_0/left/Relu,OpenCL,503.70000000000005,1309.8,2.6003573555687907
cell_stem_0/comb_iter_0/right/MaxPool2D/MaxPool,OpenCL,425.375,834.9,1.9627387599177195
cell_stem_0/comb_iter_4/left/Relu,CPU,238.75,332.3,1.3918324607329844
cell_stem_1/Relu,CPU,250.125,413.8,1.6543728135932034
cell_stem_0/1x1/Conv2D,CPU,1073.0,1194.4,1.1131407269338305
cell_stem_0/comb_iter_0/left/separable_5x5_1/separable_conv2d/depthwise,OpenCL,1624.8,2222.2,1.3676760216642048
cell_stem_0/comb_iter_0/right/1x1/Conv2D,OpenCL,409.14285714285717,823.7,2.013233240223464
cell_stem_0/comb_iter_4/left/separable_3x3_1/separable_conv2d/depthwise,CPU,364.6666666666667,423.9,1.1624314442413162
cell_stem_1/AvgPool,CPU,259.125,319.2,1.2318379160636759
cell_stem_1/Pad_Gather_Index,CPU,0.875,0.1,0.1142857142857143
cell_stem_1/Pad_Gather,CPU,0.0,0.4,0
cell_stem_1/Pad,CPU,559.875,780.9,1.394775619557937
cell_stem_0/comb_iter_0/left/separable_5x5_1/separable_conv2d,OpenCL,441.77777777777777,763.1,1.7273390342052315
cell_stem_0/comb_iter_4/left/separable_3x3_1/separable_conv2d,CPU,255.77777777777777,172.2,0.6732406602953953
cell_stem_1/path1_conv/Conv2D,CPU,246.88888888888889,243.5,0.9862736273627363
cell_stem_1/Pad___tr4cell_stem_1/strided_slice,CPU,447.22222222222223,626.1,1.3999751552795032
cell_stem_1/strided_slice,CPU,604.1111111111111,653.5,1.081754644105205
cell_stem_0/split,CPU,145.2,171.6,1.1818181818181819
cell_stem_1/strided_slice___tr4cell_stem_1/AvgPool_1,CPU,589.1111111111111,586.3,0.9952282157676349
cell_stem_1/AvgPool_1,CPU,207.11111111111111,216.4,1.0448497854077254
cell_stem_0/comb_iter_1/left/Relu,CPU,142.22222222222223,300.5,2.112890625
cell_stem_0/comb_iter_1/right/MaxPool2D/MaxPool,CPU,224.44444444444446,206.5,0.920049504950495
cell_stem_0/comb_iter_2/left/Relu,CPU,95.33333333333333,126.7,1.329020979020979
cell_stem_0/comb_iter_2/right/Relu,CPU,125.11111111111111,171.2,1.3683836589698044
cell_stem_0/comb_iter_3/right/MaxPool2D/MaxPool,CPU,195.33333333333334,278.8,1.4273037542662117
cell_stem_0/comb_iter_4/right/Relu,CPU,92.375,133.2,1.4419485791610283
cell_stem_1/path2_conv/Conv2D,CPU,267.22222222222223,215.9,0.807941787941788
cell_stem_0/comb_iter_1/left/separable_7x7_1/separable_conv2d/depthwise,CPU,375.77777777777777,420.4,1.1187463039621526
cell_stem_0/comb_iter_2/left/separable_5x5_1/separable_conv2d/depthwise,CPU,254.11111111111111,262.6,1.0334062090074334
cell_stem_0/comb_iter_2/right/separable_3x3_1/separable_conv2d/depthwise,CPU,181.66666666666666,193.7,1.0662385321100918
cell_stem_0/comb_iter_4/right/1x1/Conv2D,CPU,295.3333333333333,399.0,1.3510158013544018
cell_stem_0/comb_iter_0/left/separable_5x5_2/separable_conv2d/depthwise,OpenCL,517.5,792.3,1.5310144927536231
cell_stem_0/comb_iter_4/left/separable_3x3_2/separable_conv2d/depthwise,CPU,76.22222222222223,75.5,0.9905247813411078
cell_stem_1/concat,CPU,172.0,163.0,0.9476744186046512
cell_stem_0/comb_iter_1/left/separable_7x7_1/separable_conv2d,CPU,111.55555555555556,94.7,0.8489043824701196
cell_stem_0/comb_iter_2/left/separable_5x5_1/separable_conv2d,CPU,108.0,104.8,0.9703703703703703
cell_stem_0/comb_iter_2/right/separable_3x3_1/separable_conv2d,CPU,100.11111111111111,90.5,0.9039955604883463
cell_stem_0/comb_iter_0/left/separable_5x5_2/separable_conv2d,OpenCL,476.0,870.4,1.8285714285714285
cell_stem_0/comb_iter_4/left/separable_3x3_2/separable_conv2d,CPU,89.55555555555556,91.8,1.0250620347394541
cell_stem_1/final_path_bn/FusedBatchNorm,CPU,65.0,51.2,0.7876923076923077
cell_stem_1/comb_iter_0/left/Relu,CPU,50.5,60.2,1.192079207920792
cell_stem_1/comb_iter_0/right/MaxPool2D/MaxPool,CPU,78.77777777777777,75.4,0.9571227080394924
cell_stem_1/comb_iter_4/left/Relu,CPU,40.9,50.5,1.234718826405868
