InceptionV3/InceptionV3/Conv2d_1a_3x3/Conv2D,CPU,6555.0,21258.8
InceptionV3/InceptionV3/Conv2d_2a_3x3/Conv2D,OpenCL,3839.4,4000.5
InceptionV3/InceptionV3/Conv2d_2b_3x3/Conv2D,OpenCL,5650.3,5856.4
InceptionV3/InceptionV3/MaxPool_3a_3x3/MaxPool,OpenCL,1721.3,1716.2
InceptionV3/InceptionV3/Conv2d_3b_1x1/Conv2D,OpenCL,1186.7,989.3
InceptionV3/InceptionV3/Conv2d_4a_3x3/Conv2D,OpenCL,7641.8,8043.8
InceptionV3/InceptionV3/MaxPool_5a_3x3/MaxPool,OpenCL,1182.2,956.5
InceptionV3/InceptionV3/Mixed_5b/Branch_3/AvgPool_0a_3x3/AvgPool,CPU,1424.4,8780.2
InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0a_1x1/Conv2D,OpenCL,1161.9,1596.6
InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0a_1x1/Conv2D,OpenCL,1152.0,615.3
InceptionV3/InceptionV3/Mixed_5b/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1175.3,1618.8
InceptionV3/InceptionV3/Mixed_5b/Branch_3/Conv2d_0b_1x1/Conv2D,CPU,1726.7,6103.1
InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0b_3x3/Conv2D,OpenCL,1253.7,1988.3
InceptionV3/InceptionV3/Mixed_5b/Branch_1/Conv2d_0b_5x5/Conv2D,OpenCL,1281.8,1564.2
InceptionV3/InceptionV3/Mixed_5b/Branch_2/Conv2d_0c_3x3/Conv2D,OpenCL,1440.3,1634.6
InceptionV3/InceptionV3/Mixed_5b/concat,OpenCL,1175.0,1252.8
InceptionV3/InceptionV3/Mixed_5c/Branch_3/AvgPool_0a_3x3/AvgPool,OpenCL,1153.0,1731.4
InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0a_1x1/Conv2D,OpenCL,1167.6,879.0
InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv2d_0b_1x1/Conv2D,CPU,2767.2,10258.5
InceptionV3/InceptionV3/Mixed_5c/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1172.0,868.6
InceptionV3/InceptionV3/Mixed_5c/Branch_3/Conv2d_0b_1x1/Conv2D,OpenCL,1169.8,1534.1
InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0b_3x3/Conv2D,OpenCL,1246.4,1250.0
InceptionV3/InceptionV3/Mixed_5c/Branch_1/Conv_1_0c_5x5/Conv2D,CPU,3790.7,16026.2
InceptionV3/InceptionV3/Mixed_5c/Branch_2/Conv2d_0c_3x3/Conv2D,OpenCL,1411.3,1495.1
InceptionV3/InceptionV3/Mixed_5c/concat,OpenCL,1173.0,1199.7
InceptionV3/InceptionV3/Mixed_5d/Branch_3/AvgPool_0a_3x3/AvgPool,OpenCL,1147.7,1531.0
InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0a_1x1/Conv2D,OpenCL,1173.7,1060.6
InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0a_1x1/Conv2D,CPU,3158.1,7761.7
InceptionV3/InceptionV3/Mixed_5d/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1171.9,1228.4
InceptionV3/InceptionV3/Mixed_5d/Branch_3/Conv2d_0b_1x1/Conv2D,OpenCL,1179.2,1247.9
InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0b_3x3/Conv2D,OpenCL,1236.9,1215.9
InceptionV3/InceptionV3/Mixed_5d/Branch_1/Conv2d_0b_5x5/Conv2D,CPU,3816.7,13545.7
InceptionV3/InceptionV3/Mixed_5d/Branch_2/Conv2d_0c_3x3/Conv2D,OpenCL,1406.2,1487.6
InceptionV3/InceptionV3/Mixed_5d/concat,OpenCL,1174.2,1088.2
InceptionV3/InceptionV3/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool,CPU,527.8,1752.9
InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0a_1x1/Conv2D,OpenCL,1173.4,1655.9
InceptionV3/InceptionV3/Mixed_6a/Branch_0/Conv2d_1a_1x1/Conv2D,OpenCL,6912.5,6733.1
InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_0b_3x3/Conv2D,OpenCL,1249.9,1289.2
InceptionV3/InceptionV3/Mixed_6a/Branch_1/Conv2d_1a_1x1/Conv2D,OpenCL,1203.8,1205.7
InceptionV3/InceptionV3/Mixed_6a/concat,CPU,118.3,381.2
InceptionV3/InceptionV3/Mixed_6b/Branch_3/AvgPool_0a_3x3/AvgPool,CPU,1297.8,5034.0
InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0a_1x1/Conv2D,OpenCL,1208.7,1289.1
InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0a_1x1/Conv2D,OpenCL,1249.9,1039.1
InceptionV3/InceptionV3/Mixed_6b/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1242.5,1460.2
InceptionV3/InceptionV3/Mixed_6b/Branch_3/Conv2d_0b_1x1/Conv2D,CPU,6206.2,21343.5
InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0b_7x1/Conv2D,OpenCL,1238.9,1282.9
InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0b_1x7/Conv2D,OpenCL,1279.4,1206.9
InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0c_1x7/Conv2D,OpenCL,1231.7,1282.7
InceptionV3/InceptionV3/Mixed_6b/Branch_1/Conv2d_0c_7x1/Conv2D,OpenCL,1231.7,1245.5
InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0d_7x1/Conv2D,OpenCL,1238.9,1204.2
InceptionV3/InceptionV3/Mixed_6b/Branch_2/Conv2d_0e_1x7/Conv2D,OpenCL,1230.7,1266.1
InceptionV3/InceptionV3/Mixed_6b/concat,OpenCL,1266.4,650.8
InceptionV3/InceptionV3/Mixed_6c/Branch_3/AvgPool_0a_3x3/AvgPool,CPU,1415.2,4495.0
InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0a_1x1/Conv2D,OpenCL,1231.6,1056.3
InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0a_1x1/Conv2D,OpenCL,1244.3,1442.3
InceptionV3/InceptionV3/Mixed_6c/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1235.9,1150.6
InceptionV3/InceptionV3/Mixed_6c/Branch_3/Conv2d_0b_1x1/Conv2D,CPU,6140.9,17134.2
InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0b_7x1/Conv2D,OpenCL,1461.8,1337.1
InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0b_1x7/Conv2D,OpenCL,1551.3,2325.4
InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0c_1x7/Conv2D,OpenCL,1540.8,1419.6
InceptionV3/InceptionV3/Mixed_6c/Branch_1/Conv2d_0c_7x1/Conv2D,OpenCL,1466.3,1372.0
InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0d_7x1/Conv2D,OpenCL,1466.7,1462.1
InceptionV3/InceptionV3/Mixed_6c/Branch_2/Conv2d_0e_1x7/Conv2D,OpenCL,1592.4,1464.1
InceptionV3/InceptionV3/Mixed_6c/concat,OpenCL,1269.2,698.2
InceptionV3/InceptionV3/Mixed_6d/Branch_3/AvgPool_0a_3x3/AvgPool,CPU,1393.2,4581.8
InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0a_1x1/Conv2D,OpenCL,1250.0,1033.6
InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0a_1x1/Conv2D,OpenCL,1243.6,1326.6
InceptionV3/InceptionV3/Mixed_6d/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1233.9,1142.0
InceptionV3/InceptionV3/Mixed_6d/Branch_3/Conv2d_0b_1x1/Conv2D,CPU,6217.1,17069.4
InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0b_7x1/Conv2D,OpenCL,1472.4,1327.5
InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0b_1x7/Conv2D,OpenCL,1550.6,2304.3
InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0c_1x7/Conv2D,OpenCL,1537.1,1414.5
InceptionV3/InceptionV3/Mixed_6d/Branch_1/Conv2d_0c_7x1/Conv2D,OpenCL,1460.3,1375.6
InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0d_7x1/Conv2D,OpenCL,1448.8,1473.5
InceptionV3/InceptionV3/Mixed_6d/Branch_2/Conv2d_0e_1x7/Conv2D,OpenCL,1573.2,1477.1
InceptionV3/InceptionV3/Mixed_6d/concat,OpenCL,1268.4,526.3
InceptionV3/InceptionV3/Mixed_6e/Branch_3/AvgPool_0a_3x3/AvgPool,CPU,1409.9,4472.4
InceptionV3/InceptionV3/Mixed_6e/Branch_2/Conv2d_0a_1x1/Conv2D,OpenCL,1241.2,1136.9
InceptionV3/InceptionV3/Mixed_6e/Branch_1/Conv2d_0a_1x1/Conv2D,OpenCL,1236.3,2101.1
InceptionV3/InceptionV3/Mixed_6e/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1234.4,1481.6
InceptionV3/InceptionV3/Mixed_6e/Branch_3/Conv2d_0b_1x1/Conv2D,CPU,6159.9,16361.8
InceptionV3/InceptionV3/Mixed_6e/Branch_2/Conv2d_0b_7x1/Conv2D,OpenCL,1707.0,1787.6
InceptionV3/InceptionV3/Mixed_6e/Branch_1/Conv2d_0b_1x7/Conv2D,OpenCL,1799.7,1739.0
InceptionV3/InceptionV3/Mixed_6e/Branch_2/Conv2d_0c_1x7/Conv2D,OpenCL,1809.0,1792.7
InceptionV3/InceptionV3/Mixed_6e/Branch_1/Conv2d_0c_7x1/Conv2D,OpenCL,1726.7,1627.6
InceptionV3/InceptionV3/Mixed_6e/Branch_2/Conv2d_0d_7x1/Conv2D,OpenCL,1740.6,1664.0
InceptionV3/InceptionV3/Mixed_6e/Branch_2/Conv2d_0e_1x7/Conv2D,OpenCL,1820.3,1740.2
InceptionV3/InceptionV3/Mixed_6e/concat,OpenCL,1262.0,715.4
InceptionV3/InceptionV3/Mixed_7a/Branch_2/MaxPool_1a_3x3/MaxPool,CPU,266.55555555555554,840.6
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_0a_1x1/Conv2D,OpenCL,1236.9,1135.4
InceptionV3/InceptionV3/Mixed_7a/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1234.4,1356.2
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_0b_1x7/Conv2D,OpenCL,1811.5,1720.2
InceptionV3/InceptionV3/Mixed_7a/Branch_0/Conv2d_1a_3x3/Conv2D,OpenCL,1239.7,1846.2
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_0c_7x1/Conv2D,OpenCL,1700.3,1607.1
InceptionV3/InceptionV3/Mixed_7a/Branch_1/Conv2d_1a_3x3/Conv2D,OpenCL,1238.9,834.6
InceptionV3/InceptionV3/Mixed_7a/concat,CPU,45.4,128.6
InceptionV3/InceptionV3/Mixed_7b/Branch_3/AvgPool_0a_3x3/AvgPool,CPU,492.0,1745.5
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0a_1x1/Conv2D,OpenCL,1232.6,1294.2
InceptionV3/InceptionV3/Mixed_7b/Branch_1/Conv2d_0a_1x1/Conv2D,OpenCL,1234.4,1293.5
InceptionV3/InceptionV3/Mixed_7b/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1236.3,940.7
InceptionV3/InceptionV3/Mixed_7b/Branch_3/Conv2d_0b_1x1/Conv2D,CPU,2366.7,9749.8
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0b_3x3/Conv2D,OpenCL,1284.3,1244.3
InceptionV3/InceptionV3/Mixed_7b/Branch_1/Conv2d_0b_3x1/Conv2D,OpenCL,1246.6,1101.6
InceptionV3/InceptionV3/Mixed_7b/Branch_1/Conv2d_0b_1x3/Conv2D,OpenCL,1238.3,1057.2
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0d_3x1/Conv2D,OpenCL,1243.2,1012.1
InceptionV3/InceptionV3/Mixed_7b/Branch_2/Conv2d_0c_1x3/Conv2D,OpenCL,1236.7,1134.1
InceptionV3/InceptionV3/Mixed_7b/Branch_1/concat,OpenCL,1239.3,269.1
InceptionV3/InceptionV3/Mixed_7b/Branch_2/concat,OpenCL,1233.0,261.4
InceptionV3/InceptionV3/Mixed_7b/concat,OpenCL,1266.6,544.3
InceptionV3/InceptionV3/Mixed_7c/Branch_3/AvgPool_0a_3x3/AvgPool,CPU,772.7,3515.5
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0a_1x1/Conv2D,OpenCL,1420.0,1392.1
InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0a_1x1/Conv2D,OpenCL,1241.5,1958.8
InceptionV3/InceptionV3/Mixed_7c/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,1239.5,1443.7
InceptionV3/InceptionV3/Mixed_7c/Branch_3/Conv2d_0b_1x1/Conv2D,CPU,3765.7,15326.2
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0b_3x3/Conv2D,OpenCL,1275.6,1206.7
InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0c_3x1/Conv2D,OpenCL,1236.5,1096.2
InceptionV3/InceptionV3/Mixed_7c/Branch_1/Conv2d_0b_1x3/Conv2D,OpenCL,1237.2,1120.1
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0d_3x1/Conv2D,OpenCL,1242.4,1083.7
InceptionV3/InceptionV3/Mixed_7c/Branch_2/Conv2d_0c_1x3/Conv2D,OpenCL,1237.7,1147.3
InceptionV3/InceptionV3/Mixed_7c/Branch_1/concat,OpenCL,1244.4,570.5
InceptionV3/InceptionV3/Mixed_7c/Branch_2/concat,OpenCL,1233.8,290.2
InceptionV3/InceptionV3/Mixed_7c/concat,OpenCL,1255.5,568.1
