cell_stem_1/Pad/paddings 1.0 1.0
cell_stem_1/strided_slice/stack 0.0 1.0
cell_stem_1/strided_slice/stack_1 1.0 0.0
cell_stem_1/strided_slice/stack_2 1.0 0.0
cell_0/Pad/paddings 1.0 0.0
cell_0/strided_slice/stack 0.9 0.0
cell_0/strided_slice/stack_1 0.0 0.0
cell_0/strided_slice/stack_2 0.9 0.0
cell_4/Pad/paddings 0.7777777777777778 0.0
cell_4/strided_slice/stack 0.7777777777777778 0.0
cell_4/strided_slice/stack_1 0.9 0.0
cell_4/strided_slice/stack_2 0.9 0.0
cell_7/Pad/paddings 1.0 1.0
cell_7/strided_slice/stack 0.9 0.0
cell_7/strided_slice/stack_1 0.9 1.0
cell_7/strided_slice/stack_2 0.0 0.0
final_layer/FC/weights 0.9 0.0
final_layer/FC/biases 0.0 1.0
conv0/Conv2D 6847.5 12666.0
cell_stem_0/comb_iter_0/left/Relu 1193.0 4061.0
cell_stem_0/comb_iter_0/right/MaxPool2D/MaxPool 1661.75 2468.0
cell_stem_1/Relu 997.8888888888889 3015.0
cell_stem_0/comb_iter_0/left/separable_5x5_1/separable_conv2d/depthwise 3204.8 4140.0
cell_stem_0/comb_iter_0/right/1x1/Conv2D 972.0 1210.0
cell_stem_1/AvgPool 816.7 936.0
cell_stem_1/Pad_Gather_Index 1.0 1.0
cell_stem_1/Pad_Gather 0.0 0.0
cell_stem_1/Pad 1241.125 3211.0
cell_stem_0/comb_iter_0/left/separable_5x5_1/separable_conv2d 1061.875 1220.0
cell_stem_1/path1_conv/Conv2D 1000.8888888888889 1242.0
cell_stem_1/Pad___tr4cell_stem_1/strided_slice 3817.0 6706.0
cell_stem_1/strided_slice 1343.5555555555557 1863.0
cell_stem_1/strided_slice___tr4cell_stem_1/AvgPool_1 1240.5 1437.0
cell_stem_1/AvgPool_1 706.7 915.0
cell_stem_0/comb_iter_3/right/MaxPool2D/MaxPool 747.5 3025.0
cell_stem_1/path2_conv/Conv2D 858.5 1126.0
cell_stem_0/comb_iter_0/left/separable_5x5_2/separable_conv2d/depthwise 1498.1 1748.0
cell_stem_1/concat 493.3 543.0
cell_stem_0/comb_iter_0/left/separable_5x5_2/separable_conv2d 529.7 594.0
cell_stem_1/final_path_bn/FusedBatchNorm 196.3 190.0
cell_stem_1/comb_iter_0/left/Relu 191.66666666666666 153.0
cell_stem_1/comb_iter_0/right/MaxPool2D/MaxPool 352.0 516.0
cell_stem_0/comb_iter_0/combine/add 178.7 186.0
cell_stem_1/comb_iter_0/left/separable_5x5_1/separable_conv2d/depthwise 797.5 1028.0
cell_stem_1/comb_iter_0/left/separable_5x5_1/separable_conv2d 239.5 346.0
cell_stem_1/comb_iter_0/left/separable_5x5_2/separable_conv2d/depthwise 536.5 736.0
cell_stem_0/comb_iter_3/left/Relu 113.11111111111111 1738.0
cell_stem_1/comb_iter_0/left/separable_5x5_2/separable_conv2d 210.1 301.0
cell_stem_0/comb_iter_3/left/separable_3x3_1/separable_conv2d/depthwise 468.2 582.0
cell_stem_0/comb_iter_3/left/separable_3x3_1/separable_conv2d 395.5 567.0
cell_stem_1/comb_iter_0/left/bn_sep_5x5_2/FusedBatchNorm___tr4cell_stem_1/comb_iter_0/combine/add 39.6 59.0
cell_stem_1/comb_iter_0/right/MaxPool2D/MaxPool___tr4cell_stem_1/comb_iter_0/combine/add 181.0 271.0
cell_stem_1/comb_iter_0/combine/add 32.77777777777778 62.0
cell_stem_0/comb_iter_3/left/separable_3x3_2/separable_conv2d/depthwise 435.3 531.0
cell_stem_0/comb_iter_3/left/separable_3x3_2/separable_conv2d 369.3333333333333 518.0
cell_stem_0/comb_iter_3/left/bn_sep_3x3_2/FusedBatchNorm___tr4cell_stem_0/comb_iter_3/combine/add 91.1 167.0
