cell_0/Pad/paddings 0.0 0.0
cell_0/strided_slice/stack 1.0 0.0
cell_0/strided_slice/stack_1 0.0 0.0
cell_0/strided_slice/stack_2 2.0 1.0
cell_0/Relu 599.0 1953.0
cell_0/AvgPool 782.0 884.0
cell_0/Pad_Gather_Index 1.0 1.0
cell_0/Pad_Gather 0.0 0.0
cell_0/Pad 629.0 712.0
cell_0/path1_conv/Conv2D 596.0 637.0
cell_0/Pad___tr4cell_0/strided_slice 1718.0 3599.0
cell_0/strided_slice 584.0 688.0
cell_0/strided_slice___tr4cell_0/AvgPool_1 721.0 1025.0
cell_0/AvgPool_1 511.0 752.0
cell_0/path2_conv/Conv2D 484.0 536.0
cell_0/concat 334.0 228.0
cell_0/final_path_bn/FusedBatchNorm 49.0 88.0
cell_0/comb_iter_0/left/Relu 113.0 65.0
cell_0/comb_iter_0/right/MaxPool2D/MaxPool 551.0 535.0
cell_0/comb_iter_0/left/separable_5x5_1/separable_conv2d/depthwise 1150.0 1218.0
cell_0/comb_iter_0/left/separable_5x5_1/separable_conv2d 719.0 786.0
cell_0/comb_iter_0/left/separable_5x5_2/separable_conv2d/depthwise 983.0 1029.0
cell_0/comb_iter_0/left/separable_5x5_2/separable_conv2d 696.0 778.0
cell_0/comb_iter_0/left/bn_sep_5x5_2/FusedBatchNorm___tr4cell_0/comb_iter_0/combine/add 83.0 108.0
cell_0/comb_iter_0/right/MaxPool2D/MaxPool___tr4cell_0/comb_iter_0/combine/add 323.0 424.0
cell_0/comb_iter_0/combine/add 52.0 94.0
cell_0/comb_iter_1/left/Relu 94.0 1899.0
cell_0/comb_iter_1/right/MaxPool2D/MaxPool 538.0 3635.0
cell_0/comb_iter_1/left/separable_7x7_1/separable_conv2d/depthwise 2218.0 2317.0
cell_0/comb_iter_1/left/separable_7x7_1/separable_conv2d 768.0 811.0
cell_0/comb_iter_1/left/separable_7x7_2/separable_conv2d/depthwise 2048.0 2202.0
cell_0/comb_iter_1/left/separable_7x7_2/separable_conv2d 744.0 835.0
cell_0/comb_iter_1/left/bn_sep_7x7_2/FusedBatchNorm___tr4cell_0/comb_iter_1/combine/add 120.0 137.0
cell_0/comb_iter_1/right/MaxPool2D/MaxPool___tr4cell_0/comb_iter_1/combine/add 415.0 457.0
cell_0/comb_iter_1/combine/add 62.0 171.0
