Add-12 0.11437 0.11154
Add-15 0.1169 0.12209
Add-18 0.11242 0.10979
Add-24 0.07706 0.06699
Add-27 0.06259 0.06963
Add-30 0.06143 0.06006
Add-56 0.09509 0.09035
Add-6 0.45088 0.46773
Add-66 0.07724 0.06282
Add-69 0.06525 0.06853
Add-79 0.05454 0.0344
BatchToSpaceND-43 0.07985 0.07892
BatchToSpaceND-44 0.05581 0.05689
BatchToSpaceND-51 0.05016 0.08218
Concat-54 0.05585 0.05559
Conv2D-1 0.24589 0.25626
Conv2D-11 0.19792 0.15068
Conv2D-14 0.19492 0.15154
Conv2D-17 0.14841 0.14593
Conv2D-21 0.06023 0.0979
Conv2D-23 0.12044 0.14584
Conv2D-26 0.12073 0.14192
Conv2D-29 0.12382 0.14463
Conv2D-3 0.3066 0.47904
Conv2D-31 0.12095 0.05652
Conv2D-32 0.12423 0.05988
Conv2D-33 0.12242 0.06818
Conv2D-34 0.10919 0.13443
Conv2D-35 0.04816 0.03553
Conv2D-36 0.04987 0.03849
Conv2D-37 0.04751 0.04672
Conv2D-40 0.052 0.10249
Conv2D-41 0.04904 0.14314
Conv2D-42 0.0519 0.14306
Conv2D-5 0.50853 0.47995
Conv2D-50 0.05632 0.14844
Conv2D-55 0.1016 0.14064
Conv2D-61 0.06518 0.04282
Conv2D-62 0.05128 0.04702
Conv2D-63 0.04124 0.04836
Conv2D-65 0.04216 0.04916
Conv2D-68 0.04177 0.04871
Conv2D-74 0.05072 0.04537
Conv2D-75 0.02503 0.01449
Conv2D-76 0.04791 0.04609
Conv2D-78 0.04048 0.04751
Conv2D-80 0.04179 0.04606
Conv2D-84 0.04066 0.04452
Conv2D-85 0.03969 0.04477
Conv2D-86 0.05412 0.04954
Conv2D-87 0.03934 0.04557
Conv2D-88 0.03881 0.04679
Conv2D-9 0.09259 0.09892
DepthwiseConv2D-10 0.09732 0.09836
DepthwiseConv2D-13 0.09156 0.1016
DepthwiseConv2D-16 0.09136 0.10411
DepthwiseConv2D-2 0.21706 0.23353
DepthwiseConv2D-20 0.10164 0.04806
DepthwiseConv2D-22 0.04424 0.04579
DepthwiseConv2D-25 0.04348 0.04805
DepthwiseConv2D-28 0.04362 0.04901
DepthwiseConv2D-4 0.43235 0.45238
DepthwiseConv2D-58 0.04375 0.05007
DepthwiseConv2D-59 0.05137 0.04896
DepthwiseConv2D-60 0.04478 0.0186
DepthwiseConv2D-64 0.04057 0.04547
DepthwiseConv2D-67 0.0401 0.04712
DepthwiseConv2D-71 0.04263 0.04841
DepthwiseConv2D-72 0.05055 0.0487
DepthwiseConv2D-73 0.04021 0.01716
DepthwiseConv2D-77 0.04139 0.04558
DepthwiseConv2D-8 0.44342 0.09554
DepthwiseConv2D-81 0.0404 0.04548
DepthwiseConv2D-82 0.03985 0.0478
DepthwiseConv2D-83 0.04098 0.04597
Mul-45 0.04703 0.03992
Mul-47 0.04776 0.04632
Mul-52 0.01912 0.01854
Pad-0 0.21698 0.21403
Pad-19 0.09656 0.11229
Pad-57 0.05148 0.05152
Pad-7 0.43417 0.47708
Pad-70 0.05066 0.04009
SpaceToBatchND-38 0.04143 0.04719
SpaceToBatchND-39 0.04844 0.04807
SpaceToBatchND-49 0.01841 0.02145
