1,32,149,149 2906.444444 2333.666667
1,64,147,147 3854.000000 3665.222222
1,80,73,73 2119.166667 2025.222222
1,192,35,35 1983.500000 1277.756098
1,96,35,35 1576.720000 1221.000000
1,32,35,35 2505.555556 1072.875000
1,256,35,35 1770.952381 1734.893617
1,64,35,35 1771.052632 1573.844828
1,48,35,35 1775.739130 1325.500000
1,288,35,35 2200.230769 1894.236364
1,288,17,17 2195.200000 1348.700000
1,768,17,17 2126.957672 1741.315271
1,128,17,17 1507.024390 1473.718750
1,192,17,17 1703.739583 1241.348148
1,160,17,17 1743.022727 1524.940299
1,768,8,8 1732.888889 1070.640000
1,1280,8,8 1482.235294 1161.955556
1,448,8,8 1361.923077 1503.714286
1,384,8,8 1459.812500 1092.118421
1,320,8,8 1737.789474 1002.315789
1,2048,8,8 1962.826087 1608.350000
1,2048,1,1 1185.700000 889.400000
1,1,1,1001 1144.555556 935.250000
1,1001 1032.058824 1049.481481
1,3,299,299 1556.666667 1556.666667
1,32,147,147 3130.000000 2682.400000
1,64,73,73 2105.400000 1838.888889
1,192,71,71 3375.333333 3361.222222
1,1001,1,1 1128.200000 1167.000000
