2 4832.000000 4832.000000
1,32,111,111 1498.275000 1578.482143
1,11,111,111 825.300000 1060.580645
1,32,56,56 962.222222 1347.485714
1,11,56,56 972.433962 898.066667
1,56,56,11 826.111111 902.924528
1,56,56,44 942.965517 906.444444
1,44,56,56 908.500000 861.458333
1,32,112,112 5844.000000 5844.000000
1,22,56,56 876.531250 809.500000
1,22,28,28 740.071429 726.253521
1,28,28,22 811.131579 747.212121
1,28,28,88 849.058824 761.789474
1,44,28,28 772.759513 731.356145
1,28,28,44 784.430000 732.537634
1,264,28,28 1040.028986 886.194805
1,88,28,28 902.478873 738.000000
1,88,14,14 717.515395 684.584816
1,14,14,88 770.230216 697.768595
1,14,14,352 846.631579 716.166667
1,264,29,29 872.857143 872.857143
1,44,14,14 792.000000 673.058824
1,528,14,14 854.805970 764.952941
1,176,14,14 845.050000 619.810811
1,176,7,7 709.309019 678.810842
1,7,7,176 726.282051 674.752000
1,7,7,704 773.500000 661.875000
1,528,15,15 924.222222 924.222222
1,88,7,7 1273.000000 674.083333
1,1056,7,7 805.173913 744.098039
1,3,224,224 1509.888889 1509.888889
1,111,111,32 1605.142857 1605.142857
1,352,14,14 721.470588 734.500000
1,264,14,14 686.384615 737.000000
1,28,28,264 1228.375000 1228.375000
1,704,7,7 720.312500 1388.000000
1,528,7,7 715.529412 2034.000000
1,14,14,528 842.285714 842.285714
1,1001 1125.444444 1097.833333
