1,32,149,149 1368.666667 1253.111111
1,64,147,147 2639.900000 2353.888889
1,80,73,73 1002.600000 908.500000
1,192,35,35 570.625000 669.733333
1,96,35,35 480.777778 397.115385
1,32,35,35 852.400000 302.900000
1,256,35,35 707.136364 796.229167
1,64,35,35 294.200000 545.646154
1,48,35,35 482.866667 616.368421
1,288,35,35 724.447761 867.277778
1,288,17,17 541.100000 332.900000
1,768,17,17 509.866310 671.510526
1,128,17,17 229.583333 338.241379
1,192,17,17 321.057143 348.776471
1,160,17,17 233.183099 345.745763
1,768,8,8 197.428571 350.625000
1,1280,8,8 234.000000 411.522727
1,448,8,8 110.300000 403.473684
1,384,8,8 214.074074 322.775281
1,320,8,8 214.894737 236.076923
1,2048,8,8 315.540000 569.073171
1,2048,1,1 404.200000 222.857143
1,1,1,1001 207.100000 230.500000
1,1001 15.526316 16.448276
1,3,299,299 604.888889 604.888889
1,32,147,147 1308.900000 1203.100000
1,64,73,73 754.000000 749.900000
1,192,71,71 1887.300000 1891.500000
1,1001,1,1 344.200000 281.111111
