cell_stem_0/comb_iter_0/ 40.961200 44.709800
cell_stem_0/comb_iter_1/ 42.102400 42.874000
cell_stem_0/comb_iter_2/ 36.199000 45.427200
cell_stem_0/comb_iter_3/ 24.682400 24.705200
cell_stem_0/comb_iter_4/ 31.336800 32.846000
cell_stem_0/subgraph_0 9.607600 54.489400
cell_stem_0/subgraph_1 28.932200 26.748600
cell_stem_1/comb_iter_0/ 18.028600 22.026100
cell_stem_1/comb_iter_1/ 22.686800 25.758100
cell_stem_1/comb_iter_2/ 24.618800 32.298200
cell_stem_1/comb_iter_3/ 13.184000 18.142950
cell_stem_1/comb_iter_4/ 17.562200 22.833200
cell_stem_1/subgraph_0 2.530800 28.421200
cell_stem_1/subgraph_1 73.054700 147.437617
cell_stem_1/subgraph_2 32.818250 31.007200
cell_0/comb_iter_0/ 42.457600 38.456800
cell_0/comb_iter_1/ 50.781400 43.271450
cell_0/comb_iter_2/ 63.851200 62.177800
cell_0/comb_iter_3/ 36.130600 34.974400
cell_0/comb_iter_4/ 30.539600 30.974200
cell_0/subgraph_0 4.296600 54.599600
cell_0/subgraph_1 59.141800 108.975300
cell_0/subgraph_2 35.808400 29.503900
cell_1/comb_iter_0/ 42.927600 39.770600
cell_1/comb_iter_1/ 51.080100 44.327250
cell_1/comb_iter_2/ 64.477200 62.695600
cell_1/comb_iter_3/ 36.081000 34.879750
cell_1/comb_iter_4/ 31.197000 30.831200
cell_1/subgraph_0 4.350400 54.828800
cell_1/subgraph_1 36.528200 30.025800
cell_1/subgraph_2 71.715800 65.765200
cell_2/comb_iter_0/ 43.652800 39.569800
cell_2/comb_iter_1/ 51.434200 43.910400
cell_2/comb_iter_2/ 64.564950 63.372200
cell_2/comb_iter_3/ 37.147200 35.422600
cell_2/comb_iter_4/ 31.290000 31.127400
cell_2/subgraph_0 4.398600 54.689800
cell_2/subgraph_1 71.608200 65.103800
cell_2/subgraph_2 72.045800 65.209600
cell_3/comb_iter_0/ 43.311850 39.412550
cell_3/comb_iter_1/ 51.707600 45.213600
cell_3/comb_iter_2/ 65.079800 63.592400
cell_3/comb_iter_3/ 36.566800 35.226400
cell_3/comb_iter_4/ 31.366400 31.522600
cell_3/subgraph_0 4.370400 54.828400
cell_3/subgraph_1 71.578600 65.931000
cell_3/subgraph_2 71.525400 65.881200
cell_4/comb_iter_0/ 37.820800 40.129900
cell_4/comb_iter_1/ 42.554200 44.940800
cell_4/comb_iter_2/ 62.122800 67.144600
cell_4/comb_iter_3/ 32.269200 35.315400
cell_4/comb_iter_4/ 46.239400 48.161600
cell_4/subgraph_0 2.137000 32.424600
cell_4/subgraph_1 140.881800 111.751800
cell_4/subgraph_2 140.876600 112.098200
cell_5/comb_iter_0/ 34.868200 38.068950
cell_5/comb_iter_1/ 39.848400 40.010000
cell_5/comb_iter_2/ 59.226150 63.201000
cell_5/comb_iter_3/ 31.500000 35.757400
cell_5/comb_iter_4/ 28.439000 31.101617
cell_5/subgraph_0 2.120200 32.134200
cell_5/subgraph_1 67.191600 127.242600
cell_5/subgraph_2 83.307000 66.505200
cell_6/comb_iter_0/ 34.840600 37.531400
cell_6/comb_iter_1/ 39.582200 40.180800
cell_6/comb_iter_2/ 59.365800 62.819800
cell_6/comb_iter_3/ 31.339000 35.920250
cell_6/comb_iter_4/ 28.456150 31.395600
cell_6/subgraph_0 2.138400 32.343600
cell_6/subgraph_1 83.287800 66.621600
cell_6/subgraph_2 84.014200 66.250600
cell_7/comb_iter_0/ 34.709400 37.422533
cell_7/comb_iter_1/ 39.596800 40.408400
cell_7/comb_iter_2/ 59.601200 63.111600
cell_7/comb_iter_3/ 31.143700 36.162200
cell_7/comb_iter_4/ 28.645200 31.477600
cell_7/subgraph_0 2.252200 32.220400
cell_7/subgraph_1 83.809800 66.920200
cell_7/subgraph_2 83.295000 66.538200
cell_8/comb_iter_0/ 42.715600 39.380200
cell_8/comb_iter_1/ 45.960950 42.178200
cell_8/comb_iter_2/ 79.000400 66.902200
cell_8/comb_iter_3/ 39.450200 35.711650
cell_8/comb_iter_4/ 58.027400 48.708667
cell_8/subgraph_0 1.071400 11.217000
cell_8/subgraph_1 160.199000 112.487200
cell_8/subgraph_2 159.684000 112.366000
cell_9/comb_iter_0/ 41.475600 38.003150
cell_9/comb_iter_1/ 43.738450 38.300733
cell_9/comb_iter_2/ 77.191400 62.638200
cell_9/comb_iter_3/ 39.517000 35.442850
cell_9/comb_iter_4/ 37.513200 31.754400
cell_9/subgraph_0 1.062400 11.255000
cell_9/subgraph_1 60.951600 87.012950
cell_9/subgraph_2 98.676400 67.293800
cell_10/comb_iter_0/ 42.001600 37.250450
cell_10/comb_iter_1/ 43.720600 38.252450
cell_10/comb_iter_2/ 76.916800 63.983400
cell_10/comb_iter_3/ 38.986200 36.997150
cell_10/comb_iter_4/ 37.840400 32.413600
cell_10/subgraph_0 1.087000 11.310200
cell_10/subgraph_1 98.746000 66.906800
cell_10/subgraph_2 98.714600 66.978600
cell_11/comb_iter_0/ 41.611800 36.461850
cell_11/comb_iter_1/ 43.800150 38.879550
cell_11/comb_iter_2/ 77.132200 64.061900
cell_11/comb_iter_3/ 38.973000 36.677600
cell_11/comb_iter_4/ 37.555300 32.389150
cell_11/subgraph_0 1.084000 11.441800
cell_11/subgraph_1 98.806400 66.999400
cell_11/subgraph_2 99.225600 67.532400
