TensorConvert copyToDevice 1001, 2234
TensorConvert copyToDevice 1,21,21,2160, 2571
TensorConvert copyToDevice 1,21,21,2160, 3466
TensorConvert copyFromDevice 1,432,21,21, 2784
TensorConvert copyFromDevice 1,432,21,21, 2823
TensorConvert copyFromDevice 1,432,21,21, 2873
TensorConvert copyFromDevice 1,432,21,21, 2863
TensorConvert copyFromDevice 1,432,21,21, 2908
TensorConvert copyFromDevice 1,21,21,432, 2902
TensorConvert copyFromDevice 1,21,21,432, 2722
TensorConvert copyToDevice 1,21,21,2160, 2566
TensorConvert copyFromDevice 1,432,21,21, 2904
TensorConvert copyToDevice 1,21,21,2160, 2658
TensorConvert copyFromDevice 1,432,21,21, 5123
TensorConvert copyFromDevice 1,432,21,21, 3142
TensorConvert copyFromDevice 1,21,21,432, 4146
TensorConvert copyFromDevice 1,21,21,432, 2867
TensorConvert copyFromDevice 1,21,21,432, 2630
TensorConvert copyToDevice 1,21,21,2160, 2859
TensorConvert copyFromDevice 1,864,21,21, 3721
TensorConvert copyToDevice 1,864,11,11, 1743
TensorConvert copyToDevice 1,864,11,11, 2309
TensorConvert copyFromDevice 1,864,21,21, 5714
TensorConvert copyFromDevice 1,864,21,21, 4832
TensorConvert copyToDevice 1,864,11,11, 1482
TensorConvert copyFromDevice 1,864,21,21, 4470
TensorConvert copyFromDevice 1,864,21,21, 3210
TensorConvert copyFromDevice 1,11,11,864, 2803
TensorConvert copyFromDevice 1,11,11,864, 2705
TensorConvert copyToDevice 1,11,11,4320, 2022
TensorConvert copyFromDevice 1,864,11,11, 3523
TensorConvert copyToDevice 1,11,11,4320, 2872
TensorConvert copyFromDevice 1,864,11,11, 4941
TensorConvert copyFromDevice 1,864,11,11, 2791
TensorConvert copyFromDevice 1,11,11,864, 3279
TensorConvert copyFromDevice 1,11,11,864, 2631
TensorConvert copyFromDevice 1,11,11,864, 2647
TensorConvert copyFromDevice 1,864,11,11, 2723
TensorConvert copyToDevice 1,11,11,4320, 5265
TensorConvert copyFromDevice 1,864,11,11, 7809
TensorConvert copyToDevice 1,11,11,4320, 4810
TensorConvert copyFromDevice 1,864,11,11, 6613
TensorConvert copyFromDevice 1,864,11,11, 6902
TensorConvert copyFromDevice 1,864,11,11, 5470
TensorConvert copyFromDevice 1,864,11,11, 3848
TensorConvert copyFromDevice 1,864,11,11, 3021
TensorConvert copyFromDevice 1,11,11,864, 2724
TensorConvert copyFromDevice 1,11,11,864, 2701
TensorConvert copyToDevice 1,11,11,4320, 2143
TensorConvert copyFromDevice 1,864,11,11, 4312
TensorConvert copyFromDevice 1,864,11,11, 3484
TensorConvert copyFromDevice 1,864,11,11, 2763
TensorConvert copyFromDevice 1,11,11,864, 2732
TensorConvert copyFromDevice 1,11,11,864, 2628
TensorConvert copyToDevice 1,1001, 1216
TensorConvert copyFromDevice 1,1001, 1456
TensorConvert copyToDevice 1,3,331,331, 1154
TensorConvert copyFromDevice 1,96,165,165, 6879
TensorConvert copyToDevice 1,108,83,83, 2284
TensorConvert copyFromDevice 1,96,165,165, 5790
TensorConvert copyFromDevice 1,96,165,165, 5243
TensorConvert copyFromDevice 1,54,165,165, 4225
TensorConvert copyFromDevice 1,54,165,165, 4328
TensorConvert copyFromDevice 1,54,165,165, 4380
TensorConvert copyFromDevice 1,54,83,83, 3251
TensorConvert copyFromDevice 1,54,83,83, 2872
TensorConvert copyToDevice 1,270,83,83, 4740
TensorConvert copyFromDevice 1,108,83,83, 4900
TensorConvert copyFromDevice 1,108,83,83, 4096
TensorConvert copyFromDevice 1,108,83,83, 3529
TensorConvert copyToDevice 1,42,42,108, 1864
TensorConvert copyToDevice 1,42,42,108, 3670
TensorConvert copyToDevice 1,42,42,108, 3555
TensorConvert copyToDevice 1,216,42,42, 2405
TensorConvert copyFromDevice 1,42,42,540, 5950
TensorConvert copyToDevice 1,216,42,42, 1858
TensorConvert copyFromDevice 1,216,42,42, 4235
TensorConvert copyFromDevice 1,216,42,42, 3589
TensorConvert copyFromDevice 1,216,42,42, 4168
TensorConvert copyFromDevice 1,42,42,216, 3439
TensorConvert copyFromDevice 1,42,42,216, 3096
TensorConvert copyFromDevice 1,42,42,216, 3065
TensorConvert copyToDevice 1,42,42,1080, 4981
TensorConvert copyFromDevice 1,216,42,42, 3657
TensorConvert copyToDevice 1,216,42,42, 2100
TensorConvert copyFromDevice 1,216,42,42, 3257
TensorConvert copyFromDevice 1,216,42,42, 3290
TensorConvert copyFromDevice 1,42,42,216, 3389
TensorConvert copyFromDevice 1,42,42,216, 3132
TensorConvert copyToDevice 1,42,42,1080, 4259
TensorConvert copyToDevice 1,42,42,1080, 4984
TensorConvert copyFromDevice 1,216,42,42, 3103
TensorConvert copyFromDevice 1,216,42,42, 3606
TensorConvert copyFromDevice 1,42,42,216, 4998
TensorConvert copyFromDevice 1,42,42,216, 3153
TensorConvert copyFromDevice 1,42,42,216, 4506
TensorConvert copyToDevice 1,42,42,1080, 4056
TensorConvert copyFromDevice 1,216,42,42, 3966
TensorConvert copyToDevice 1,42,42,1080, 4268
TensorConvert copyFromDevice 1,216,42,42, 7087
TensorConvert copyFromDevice 1,216,42,42, 3917
TensorConvert copyFromDevice 1,42,42,216, 3606
TensorConvert copyFromDevice 1,42,42,216, 3081
TensorConvert copyFromDevice 1,42,42,216, 3008
TensorConvert copyToDevice 1,42,42,1080, 4941
TensorConvert copyToDevice 1,432,21,21, 2269
TensorConvert copyFromDevice 1,432,42,42, 3438
TensorConvert copyFromDevice 1,432,42,42, 3473
TensorConvert copyFromDevice 1,432,42,42, 3526
TensorConvert copyFromDevice 1,432,42,42, 3577
TensorConvert copyFromDevice 1,432,42,42, 3505
TensorConvert copyFromDevice 1,21,21,432, 3010
TensorConvert copyFromDevice 1,21,21,432, 2858
TensorConvert copyToDevice 1,21,21,2160, 2546
TensorConvert copyFromDevice 1,432,21,21, 4153
TensorConvert copyFromDevice 1,432,21,21, 3074
TensorConvert copyToDevice 1,21,21,2160, 2731
TensorConvert copyFromDevice 1,21,21,432, 8171
TensorConvert copyFromDevice 1,21,21,432, 3233
TensorConvert copyFromDevice 1,21,21,432, 3637
TensorConvert copyToDevice 1,21,21,2160, 2541
TensorConvert copyToDevice 1,21,21,2160, 3487
TensorConvert copyFromDevice 1,432,21,21, 3103
TensorConvert copyFromDevice 1,432,21,21, 2832
TensorConvert copyFromDevice 1,432,21,21, 3011
TensorConvert copyFromDevice 1,432,21,21, 2904
TensorConvert copyFromDevice 1,432,21,21, 2886
TensorConvert copyFromDevice 1,21,21,432, 2934
TensorConvert copyFromDevice 1,21,21,432, 2756
TensorConvert copyToDevice 1,21,21,2160, 2607
TensorConvert copyFromDevice 1,432,21,21, 2892
TensorConvert copyToDevice 1,21,21,2160, 4052
TensorConvert copyFromDevice 1,432,21,21, 7120
TensorConvert copyFromDevice 1,432,21,21, 3198
TensorConvert copyFromDevice 1,21,21,432, 4179
TensorConvert copyFromDevice 1,21,21,432, 3014
TensorConvert copyFromDevice 1,21,21,432, 2725
TensorConvert copyToDevice 1,21,21,2160, 3249
TensorConvert copyToDevice 1,864,11,11, 2129
TensorConvert copyFromDevice 1,864,21,21, 6652
TensorConvert copyToDevice 1,864,11,11, 1461
TensorConvert copyFromDevice 1,864,21,21, 3568
TensorConvert copyFromDevice 1,864,21,21, 4227
TensorConvert copyFromDevice 1,864,21,21, 4754
TensorConvert copyToDevice 1,864,11,11, 1588
TensorConvert copyFromDevice 1,864,21,21, 3265
TensorConvert copyFromDevice 1,11,11,864, 2747
TensorConvert copyFromDevice 1,11,11,864, 2719
TensorConvert copyToDevice 1,11,11,4320, 2018
TensorConvert copyFromDevice 1,864,11,11, 4263
TensorConvert copyToDevice 1,11,11,4320, 2406
TensorConvert copyFromDevice 1,864,11,11, 5785
TensorConvert copyFromDevice 1,864,11,11, 2799
TensorConvert copyFromDevice 1,11,11,864, 2825
TensorConvert copyFromDevice 1,11,11,864, 2569
TensorConvert copyFromDevice 1,11,11,864, 2641
TensorConvert copyToDevice 1,11,11,4320, 2371
TensorConvert copyFromDevice 1,864,11,11, 6993
TensorConvert copyToDevice 1,11,11,4320, 3087
TensorConvert copyFromDevice 1,864,11,11, 8574
TensorConvert copyFromDevice 1,864,11,11, 12336
TensorConvert copyFromDevice 1,864,11,11, 3647
TensorConvert copyFromDevice 1,864,11,11, 3359
TensorConvert copyFromDevice 1,864,11,11, 2884
TensorConvert copyFromDevice 1,864,11,11, 2941
TensorConvert copyFromDevice 1,11,11,864, 2771
TensorConvert copyFromDevice 1,11,11,864, 2688
TensorConvert copyToDevice 1,11,11,4320, 2029
TensorConvert copyFromDevice 1,864,11,11, 3342
TensorConvert copyFromDevice 1,864,11,11, 2744
TensorConvert copyFromDevice 1,864,11,11, 2826
TensorConvert copyFromDevice 1,11,11,864, 2776
