TensorConvert copyToDevice 1001, 2234
TensorConvert copyFromDevice 1,21,21,432, 3302
TensorConvert copyFromDevice 1,21,21,432, 2793
TensorConvert copyToDevice 1,21,21,2160, 2553
TensorConvert copyToDevice 1,21,21,2160, 4382
TensorConvert copyFromDevice 1,432,21,21, 5682
TensorConvert copyFromDevice 1,432,21,21, 2880
TensorConvert copyFromDevice 1,432,21,21, 2869
TensorConvert copyFromDevice 1,432,21,21, 2868
TensorConvert copyFromDevice 1,432,21,21, 2870
TensorConvert copyFromDevice 1,21,21,432, 2918
TensorConvert copyFromDevice 1,21,21,432, 2846
TensorConvert copyToDevice 1,21,21,2160, 2563
TensorConvert copyFromDevice 1,432,21,21, 5868
TensorConvert copyToDevice 1,21,21,2160, 3543
TensorConvert copyFromDevice 1,432,21,21, 4942
TensorConvert copyFromDevice 1,432,21,21, 4092
TensorConvert copyFromDevice 1,21,21,432, 2910
TensorConvert copyFromDevice 1,21,21,432, 3112
TensorConvert copyFromDevice 1,21,21,432, 2738
TensorConvert copyToDevice 1,21,21,2160, 2912
TensorConvert copyToDevice 1,864,11,11, 2331
TensorConvert copyFromDevice 1,864,21,21, 5466
TensorConvert copyToDevice 1,864,11,11, 1420
TensorConvert copyFromDevice 1,864,21,21, 3380
TensorConvert copyFromDevice 1,864,21,21, 4067
TensorConvert copyToDevice 1,864,11,11, 1479
TensorConvert copyFromDevice 1,864,21,21, 4867
TensorConvert copyFromDevice 1,864,21,21, 3107
TensorConvert copyFromDevice 1,11,11,864, 2785
TensorConvert copyFromDevice 1,11,11,864, 2705
TensorConvert copyToDevice 1,11,11,4320, 2037
TensorConvert copyFromDevice 1,864,11,11, 3203
TensorConvert copyToDevice 1,11,11,4320, 2484
TensorConvert copyFromDevice 1,864,11,11, 4823
TensorConvert copyFromDevice 1,864,11,11, 2786
TensorConvert copyFromDevice 1,11,11,864, 2768
TensorConvert copyFromDevice 1,11,11,864, 2645
TensorConvert copyFromDevice 1,11,11,864, 2615
TensorConvert copyToDevice 1,11,11,4320, 2079
TensorConvert copyFromDevice 1,864,11,11, 7022
TensorConvert copyFromDevice 1,864,11,11, 4157
TensorConvert copyToDevice 1,11,11,4320, 2205
TensorConvert copyFromDevice 1,864,11,11, 5970
TensorConvert copyFromDevice 1,864,11,11, 5287
TensorConvert copyFromDevice 1,864,11,11, 3856
TensorConvert copyFromDevice 1,864,11,11, 3941
TensorConvert copyFromDevice 1,864,11,11, 2857
TensorConvert copyFromDevice 1,11,11,864, 2689
TensorConvert copyFromDevice 1,11,11,864, 2687
TensorConvert copyToDevice 1,11,11,4320, 2040
TensorConvert copyFromDevice 1,864,11,11, 3088
TensorConvert copyFromDevice 1,864,11,11, 2798
TensorConvert copyFromDevice 1,864,11,11, 2775
TensorConvert copyFromDevice 1,11,11,864, 2741
TensorConvert copyFromDevice 1,11,11,864, 2629
TensorConvert copyToDevice 1,1001, 1243
TensorConvert copyFromDevice 1,1001, 2569
TensorConvert copyToDevice 1,3,331,331, 2577
TensorConvert copyFromDevice 1,96,165,165, 10042
TensorConvert copyToDevice 1,108,83,83, 2195
TensorConvert copyFromDevice 1,96,165,165, 5535
TensorConvert copyFromDevice 1,96,165,165, 5148
TensorConvert copyFromDevice 1,54,165,165, 4212
TensorConvert copyFromDevice 1,54,165,165, 4336
TensorConvert copyFromDevice 1,54,165,165, 4351
TensorConvert copyFromDevice 1,54,83,83, 3193
TensorConvert copyFromDevice 1,54,83,83, 2849
TensorConvert copyToDevice 1,270,83,83, 4840
TensorConvert copyFromDevice 1,108,83,83, 3732
TensorConvert copyFromDevice 1,108,83,83, 3462
TensorConvert copyFromDevice 1,108,83,83, 3492
TensorConvert copyToDevice 1,42,42,108, 1991
TensorConvert copyToDevice 1,42,42,108, 3858
TensorConvert copyToDevice 1,42,42,108, 3533
TensorConvert copyToDevice 1,216,42,42, 2369
TensorConvert copyFromDevice 1,42,42,540, 5352
TensorConvert copyToDevice 1,216,42,42, 1791
TensorConvert copyFromDevice 1,216,42,42, 3620
TensorConvert copyFromDevice 1,216,42,42, 3070
TensorConvert copyFromDevice 1,216,42,42, 3148
TensorConvert copyFromDevice 1,42,42,216, 3504
TensorConvert copyFromDevice 1,42,42,216, 3109
TensorConvert copyFromDevice 1,42,42,216, 3007
TensorConvert copyToDevice 1,42,42,1080, 5608
TensorConvert copyToDevice 1,216,42,42, 3405
TensorConvert copyFromDevice 1,216,42,42, 6660
TensorConvert copyFromDevice 1,216,42,42, 3106
TensorConvert copyFromDevice 1,216,42,42, 3161
TensorConvert copyFromDevice 1,42,42,216, 3439
TensorConvert copyFromDevice 1,42,42,216, 3135
TensorConvert copyToDevice 1,42,42,1080, 4348
TensorConvert copyToDevice 1,42,42,1080, 5331
TensorConvert copyFromDevice 1,216,42,42, 3700
TensorConvert copyFromDevice 1,216,42,42, 5051
TensorConvert copyFromDevice 1,42,42,216, 4767
TensorConvert copyFromDevice 1,42,42,216, 3399
TensorConvert copyFromDevice 1,42,42,216, 4668
TensorConvert copyToDevice 1,42,42,1080, 3998
TensorConvert copyFromDevice 1,216,42,42, 3119
TensorConvert copyToDevice 1,42,42,1080, 4310
TensorConvert copyFromDevice 1,216,42,42, 8456
TensorConvert copyFromDevice 1,216,42,42, 3901
TensorConvert copyFromDevice 1,42,42,216, 3425
TensorConvert copyFromDevice 1,42,42,216, 3100
TensorConvert copyFromDevice 1,42,42,216, 3031
TensorConvert copyToDevice 1,42,42,1080, 4762
TensorConvert copyToDevice 1,432,21,21, 2773
TensorConvert copyFromDevice 1,432,42,42, 3594
TensorConvert copyFromDevice 1,432,42,42, 3505
TensorConvert copyFromDevice 1,432,42,42, 3524
TensorConvert copyFromDevice 1,432,42,42, 3480
TensorConvert copyFromDevice 1,432,42,42, 3473
TensorConvert copyFromDevice 1,21,21,432, 3081
TensorConvert copyFromDevice 1,21,21,432, 2822
TensorConvert copyToDevice 1,21,21,2160, 2834
TensorConvert copyFromDevice 1,432,21,21, 3821
TensorConvert copyFromDevice 1,432,21,21, 2928
TensorConvert copyToDevice 1,21,21,2160, 2727
TensorConvert copyFromDevice 1,21,21,432, 7743
TensorConvert copyFromDevice 1,21,21,432, 4308
TensorConvert copyFromDevice 1,21,21,432, 3633
TensorConvert copyToDevice 1,21,21,2160, 2774
TensorConvert copyToDevice 1,21,21,2160, 3537
TensorConvert copyFromDevice 1,432,21,21, 3108
TensorConvert copyFromDevice 1,432,21,21, 2827
TensorConvert copyFromDevice 1,432,21,21, 2875
TensorConvert copyFromDevice 1,432,21,21, 2881
TensorConvert copyFromDevice 1,432,21,21, 2846
TensorConvert copyFromDevice 1,21,21,432, 2924
TensorConvert copyFromDevice 1,21,21,432, 2741
TensorConvert copyToDevice 1,21,21,2160, 2945
TensorConvert copyFromDevice 1,432,21,21, 3986
TensorConvert copyToDevice 1,21,21,2160, 2694
TensorConvert copyFromDevice 1,432,21,21, 5089
TensorConvert copyFromDevice 1,432,21,21, 3032
TensorConvert copyFromDevice 1,21,21,432, 4760
TensorConvert copyFromDevice 1,21,21,432, 2774
TensorConvert copyFromDevice 1,21,21,432, 3380
TensorConvert copyToDevice 1,21,21,2160, 13907
TensorConvert copyToDevice 1,864,11,11, 2344
TensorConvert copyFromDevice 1,864,21,21, 19475
TensorConvert copyToDevice 1,864,11,11, 4047
TensorConvert copyFromDevice 1,864,21,21, 6107
TensorConvert copyFromDevice 1,864,21,21, 3565
TensorConvert copyFromDevice 1,864,21,21, 3502
TensorConvert copyToDevice 1,864,11,11, 1663
TensorConvert copyFromDevice 1,864,21,21, 3107
TensorConvert copyFromDevice 1,11,11,864, 2762
TensorConvert copyFromDevice 1,11,11,864, 3161
TensorConvert copyToDevice 1,11,11,4320, 4137
TensorConvert copyFromDevice 1,864,11,11, 4397
TensorConvert copyFromDevice 1,864,11,11, 3254
TensorConvert copyToDevice 1,11,11,4320, 2682
TensorConvert copyFromDevice 1,864,11,11, 4529
TensorConvert copyFromDevice 1,11,11,864, 4901
TensorConvert copyFromDevice 1,11,11,864, 2671
TensorConvert copyFromDevice 1,11,11,864, 5822
TensorConvert copyToDevice 1,11,11,4320, 2190
TensorConvert copyFromDevice 1,864,11,11, 6827
TensorConvert copyFromDevice 1,864,11,11, 4089
TensorConvert copyToDevice 1,11,11,4320, 4822
TensorConvert copyFromDevice 1,864,11,11, 6674
TensorConvert copyFromDevice 1,864,11,11, 4420
TensorConvert copyFromDevice 1,864,11,11, 5518
TensorConvert copyFromDevice 1,864,11,11, 4008
TensorConvert copyFromDevice 1,864,11,11, 2909
TensorConvert copyFromDevice 1,11,11,864, 2688
TensorConvert copyFromDevice 1,11,11,864, 2688
TensorConvert copyToDevice 1,11,11,4320, 2179
TensorConvert copyFromDevice 1,864,11,11, 4163
TensorConvert copyFromDevice 1,864,11,11, 3006
TensorConvert copyFromDevice 1,864,11,11, 2815
TensorConvert copyFromDevice 1,11,11,864, 2900
TensorConvert copyFromDevice 1,11,11,864, 2683
TensorConvert copyToDevice 1,1001, 1321
TensorConvert copyFromDevice 1,1001, 5058
TensorConvert copyToDevice 1,3,331,331, 2603
TensorConvert copyFromDevice 1,96,165,165, 10715
TensorConvert copyToDevice 1,108,83,83, 2110
TensorConvert copyFromDevice 1,96,165,165, 6966
TensorConvert copyFromDevice 1,96,165,165, 5231
TensorConvert copyFromDevice 1,54,165,165, 4281
TensorConvert copyFromDevice 1,54,165,165, 4476
TensorConvert copyFromDevice 1,54,165,165, 4379
TensorConvert copyFromDevice 1,54,83,83, 3274
TensorConvert copyFromDevice 1,54,83,83, 2991
TensorConvert copyToDevice 1,270,83,83, 4601
TensorConvert copyFromDevice 1,108,83,83, 4817
TensorConvert copyFromDevice 1,108,83,83, 4243
TensorConvert copyFromDevice 1,108,83,83, 3543
TensorConvert copyToDevice 1,42,42,108, 1912
TensorConvert copyToDevice 1,42,42,108, 3751
TensorConvert copyToDevice 1,42,42,108, 3493
TensorConvert copyToDevice 1,216,42,42, 2562
TensorConvert copyFromDevice 1,42,42,540, 5472
TensorConvert copyToDevice 1,216,42,42, 1865
TensorConvert copyFromDevice 1,216,42,42, 3686
TensorConvert copyFromDevice 1,216,42,42, 4154
TensorConvert copyFromDevice 1,216,42,42, 3418
TensorConvert copyFromDevice 1,42,42,216, 3413
TensorConvert copyFromDevice 1,42,42,216, 3099
TensorConvert copyFromDevice 1,42,42,216, 3050
TensorConvert copyToDevice 1,42,42,1080, 5482
TensorConvert copyFromDevice 1,216,42,42, 4076
TensorConvert copyFromDevice 1,216,42,42, 3504
TensorConvert copyFromDevice 1,216,42,42, 3624
TensorConvert copyToDevice 1,216,42,42, 2934
TensorConvert copyFromDevice 1,42,42,216, 5835
TensorConvert copyFromDevice 1,42,42,216, 3510
TensorConvert copyToDevice 1,42,42,1080, 4248
TensorConvert copyToDevice 1,42,42,1080, 4842
TensorConvert copyFromDevice 1,216,42,42, 4885
TensorConvert copyFromDevice 1,216,42,42, 3921
TensorConvert copyFromDevice 1,42,42,216, 4609
TensorConvert copyFromDevice 1,42,42,216, 5261
TensorConvert copyFromDevice 1,42,42,216, 3384
TensorConvert copyToDevice 1,42,42,1080, 3963
TensorConvert copyFromDevice 1,216,42,42, 5052
TensorConvert copyToDevice 1,42,42,1080, 5087
TensorConvert copyFromDevice 1,216,42,42, 12085
TensorConvert copyFromDevice 1,216,42,42, 3791
TensorConvert copyFromDevice 1,42,42,216, 3479
TensorConvert copyFromDevice 1,42,42,216, 3111
TensorConvert copyFromDevice 1,42,42,216, 3018
TensorConvert copyToDevice 1,42,42,1080, 4795
TensorConvert copyFromDevice 1,432,42,42, 4241
TensorConvert copyToDevice 1,432,21,21, 5134
TensorConvert copyFromDevice 1,432,42,42, 3481
TensorConvert copyFromDevice 1,432,42,42, 3528
TensorConvert copyFromDevice 1,432,42,42, 3501
TensorConvert copyFromDevice 1,432,42,42, 3460
TensorConvert copyFromDevice 1,21,21,432, 2993
TensorConvert copyFromDevice 1,21,21,432, 2829
TensorConvert copyToDevice 1,21,21,2160, 2632
TensorConvert copyFromDevice 1,432,21,21, 4444
TensorConvert copyFromDevice 1,432,21,21, 2970
TensorConvert copyToDevice 1,21,21,2160, 2655
TensorConvert copyFromDevice 1,21,21,432, 7778
TensorConvert copyFromDevice 1,21,21,432, 3358
TensorConvert copyFromDevice 1,21,21,432, 2724
TensorConvert copyToDevice 1,21,21,2160, 2554
TensorConvert copyToDevice 1,21,21,2160, 3851
TensorConvert copyFromDevice 1,432,21,21, 5760
TensorConvert copyFromDevice 1,432,21,21, 2818
TensorConvert copyFromDevice 1,432,21,21, 2843
TensorConvert copyFromDevice 1,432,21,21, 2883
TensorConvert copyFromDevice 1,432,21,21, 2905
TensorConvert copyFromDevice 1,21,21,432, 2926
TensorConvert copyFromDevice 1,21,21,432, 2719
TensorConvert copyToDevice 1,21,21,2160, 2565
TensorConvert copyFromDevice 1,432,21,21, 4032
TensorConvert copyToDevice 1,21,21,2160, 2657
TensorConvert copyFromDevice 1,432,21,21, 4866
TensorConvert copyFromDevice 1,432,21,21, 3150
TensorConvert copyFromDevice 1,21,21,432, 4119
TensorConvert copyFromDevice 1,21,21,432, 2889
TensorConvert copyFromDevice 1,21,21,432, 2724
TensorConvert copyToDevice 1,21,21,2160, 3095
TensorConvert copyFromDevice 1,864,21,21, 4210
TensorConvert copyToDevice 1,864,11,11, 6034
TensorConvert copyToDevice 1,864,11,11, 2268
TensorConvert copyFromDevice 1,864,21,21, 5660
TensorConvert copyFromDevice 1,864,21,21, 3893
TensorConvert copyFromDevice 1,864,21,21, 3351
TensorConvert copyToDevice 1,864,11,11, 1774
TensorConvert copyFromDevice 1,864,21,21, 3114
TensorConvert copyFromDevice 1,11,11,864, 2807
TensorConvert copyFromDevice 1,11,11,864, 2689
TensorConvert copyToDevice 1,11,11,4320, 2004
TensorConvert copyFromDevice 1,864,11,11, 3388
TensorConvert copyToDevice 1,11,11,4320, 2440
TensorConvert copyFromDevice 1,864,11,11, 4519
TensorConvert copyFromDevice 1,864,11,11, 2764
TensorConvert copyFromDevice 1,11,11,864, 2860
TensorConvert copyFromDevice 1,11,11,864, 2629
TensorConvert copyFromDevice 1,11,11,864, 2637
TensorConvert copyToDevice 1,11,11,4320, 2169
TensorConvert copyFromDevice 1,864,11,11, 6634
TensorConvert copyFromDevice 1,864,11,11, 4011
TensorConvert copyToDevice 1,11,11,4320, 2155
TensorConvert copyFromDevice 1,864,11,11, 6280
TensorConvert copyFromDevice 1,864,11,11, 5194
TensorConvert copyFromDevice 1,864,11,11, 4202
TensorConvert copyFromDevice 1,864,11,11, 2779
TensorConvert copyFromDevice 1,864,11,11, 2822
TensorConvert copyFromDevice 1,11,11,864, 2774
TensorConvert copyFromDevice 1,11,11,864, 2694
TensorConvert copyToDevice 1,11,11,4320, 2026
TensorConvert copyFromDevice 1,864,11,11, 3397
TensorConvert copyFromDevice 1,864,11,11, 2691
TensorConvert copyFromDevice 1,864,11,11, 2835
TensorConvert copyFromDevice 1,11,11,864, 2749
TensorConvert copyFromDevice 1,11,11,864, 2840
TensorConvert copyToDevice 1,1001, 1236
TensorConvert copyFromDevice 1,1001, 1353
TensorConvert copyToDevice 1,3,331,331, 1159
TensorConvert copyFromDevice 1,96,165,165, 9736
TensorConvert copyToDevice 1,108,83,83, 2095
TensorConvert copyFromDevice 1,96,165,165, 5270
TensorConvert copyFromDevice 1,96,165,165, 5216
TensorConvert copyFromDevice 1,54,165,165, 4256
TensorConvert copyFromDevice 1,54,165,165, 4433
TensorConvert copyFromDevice 1,54,165,165, 4395
TensorConvert copyFromDevice 1,54,83,83, 3221
TensorConvert copyFromDevice 1,54,83,83, 3059
TensorConvert copyToDevice 1,270,83,83, 4862
TensorConvert copyFromDevice 1,108,83,83, 3942
TensorConvert copyFromDevice 1,108,83,83, 3464
TensorConvert copyFromDevice 1,108,83,83, 3582
TensorConvert copyToDevice 1,42,42,108, 1847
TensorConvert copyToDevice 1,42,42,108, 3834
TensorConvert copyToDevice 1,42,42,108, 3500
TensorConvert copyToDevice 1,216,42,42, 2353
TensorConvert copyFromDevice 1,42,42,540, 5637
TensorConvert copyToDevice 1,216,42,42, 1788
TensorConvert copyFromDevice 1,216,42,42, 3460
TensorConvert copyFromDevice 1,216,42,42, 3110
TensorConvert copyFromDevice 1,216,42,42, 3298
TensorConvert copyFromDevice 1,42,42,216, 3537
TensorConvert copyFromDevice 1,42,42,216, 3147
TensorConvert copyFromDevice 1,42,42,216, 3186
TensorConvert copyToDevice 1,42,42,1080, 4561
TensorConvert copyFromDevice 1,216,42,42, 4986
TensorConvert copyFromDevice 1,216,42,42, 3493
TensorConvert copyFromDevice 1,216,42,42, 3258
TensorConvert copyFromDevice 1,42,42,216, 3401
TensorConvert copyFromDevice 1,42,42,216, 3136
TensorConvert copyToDevice 1,42,42,1080, 5147
TensorConvert copyToDevice 1,42,42,1080, 5413
TensorConvert copyFromDevice 1,216,42,42, 3675
TensorConvert copyFromDevice 1,216,42,42, 5072
TensorConvert copyToDevice 1,216,42,42, 2380
TensorConvert copyFromDevice 1,42,42,216, 4831
TensorConvert copyFromDevice 1,42,42,216, 3114
TensorConvert copyFromDevice 1,42,42,216, 4764
TensorConvert copyToDevice 1,42,42,1080, 3884
TensorConvert copyFromDevice 1,216,42,42, 4161
TensorConvert copyToDevice 1,42,42,1080, 4303
TensorConvert copyFromDevice 1,216,42,42, 9247
TensorConvert copyFromDevice 1,216,42,42, 3923
TensorConvert copyFromDevice 1,42,42,216, 3472
TensorConvert copyFromDevice 1,42,42,216, 3103
TensorConvert copyFromDevice 1,42,42,216, 3028
TensorConvert copyToDevice 1,42,42,1080, 4640
TensorConvert copyToDevice 1,432,21,21, 2489
TensorConvert copyFromDevice 1,432,42,42, 3504
TensorConvert copyFromDevice 1,432,42,42, 3575
TensorConvert copyFromDevice 1,432,42,42, 3546
TensorConvert copyFromDevice 1,432,42,42, 3599
TensorConvert copyFromDevice 1,432,42,42, 3479
TensorConvert copyFromDevice 1,21,21,432, 2962
TensorConvert copyFromDevice 1,21,21,432, 2933
TensorConvert copyToDevice 1,21,21,2160, 2514
TensorConvert copyFromDevice 1,432,21,21, 2857
TensorConvert copyFromDevice 1,432,21,21, 2899
TensorConvert copyToDevice 1,21,21,2160, 2752
TensorConvert copyFromDevice 1,21,21,432, 7854
TensorConvert copyFromDevice 1,21,21,432, 3184
TensorConvert copyFromDevice 1,21,21,432, 3140
TensorConvert copyToDevice 1,21,21,2160, 2562
TensorConvert copyToDevice 1,21,21,2160, 3461
TensorConvert copyFromDevice 1,432,21,21, 4033
TensorConvert copyFromDevice 1,432,21,21, 2902
TensorConvert copyFromDevice 1,432,21,21, 2856
TensorConvert copyFromDevice 1,432,21,21, 2859
TensorConvert copyFromDevice 1,432,21,21, 2976
TensorConvert copyFromDevice 1,21,21,432, 2892
TensorConvert copyFromDevice 1,21,21,432, 2739
TensorConvert copyToDevice 1,21,21,2160, 2525
TensorConvert copyFromDevice 1,432,21,21, 3789
TensorConvert copyToDevice 1,21,21,2160, 2700
TensorConvert copyFromDevice 1,432,21,21, 4900
TensorConvert copyFromDevice 1,432,21,21, 3308
TensorConvert copyFromDevice 1,21,21,432, 4269
TensorConvert copyFromDevice 1,21,21,432, 2884
TensorConvert copyFromDevice 1,21,21,432, 2719
TensorConvert copyToDevice 1,21,21,2160, 2756
TensorConvert copyFromDevice 1,864,21,21, 3653
TensorConvert copyToDevice 1,864,11,11, 4684
TensorConvert copyToDevice 1,864,11,11, 2285
TensorConvert copyFromDevice 1,864,21,21, 5415
TensorConvert copyFromDevice 1,864,21,21, 4774
TensorConvert copyToDevice 1,864,11,11, 1448
TensorConvert copyFromDevice 1,864,21,21, 4548
TensorConvert copyFromDevice 1,864,21,21, 3179
TensorConvert copyFromDevice 1,11,11,864, 2803
TensorConvert copyFromDevice 1,11,11,864, 3016
TensorConvert copyToDevice 1,11,11,4320, 2019
TensorConvert copyFromDevice 1,864,11,11, 4257
TensorConvert copyToDevice 1,11,11,4320, 2508
TensorConvert copyFromDevice 1,864,11,11, 5263
TensorConvert copyFromDevice 1,864,11,11, 2789
TensorConvert copyFromDevice 1,11,11,864, 2951
TensorConvert copyFromDevice 1,11,11,864, 2651
TensorConvert copyFromDevice 1,11,11,864, 2634
TensorConvert copyToDevice 1,11,11,4320, 2125
TensorConvert copyFromDevice 1,864,11,11, 6936
TensorConvert copyFromDevice 1,864,11,11, 4160
TensorConvert copyToDevice 1,11,11,4320, 2167
TensorConvert copyFromDevice 1,864,11,11, 6530
TensorConvert copyFromDevice 1,864,11,11, 4098
TensorConvert copyFromDevice 1,864,11,11, 4041
TensorConvert copyFromDevice 1,864,11,11, 2790
TensorConvert copyFromDevice 1,864,11,11, 2933
TensorConvert copyFromDevice 1,11,11,864, 2748
TensorConvert copyFromDevice 1,11,11,864, 2778
TensorConvert copyToDevice 1,11,11,4320, 2050
TensorConvert copyFromDevice 1,864,11,11, 2904
TensorConvert copyFromDevice 1,864,11,11, 2701
TensorConvert copyFromDevice 1,864,11,11, 2990
TensorConvert copyFromDevice 1,11,11,864, 2778
TensorConvert copyFromDevice 1,11,11,864, 2684
TensorConvert copyToDevice 1,1001, 1243
TensorConvert copyFromDevice 1,1001, 1330
TensorConvert copyToDevice 1,3,331,331, 1218
TensorConvert copyFromDevice 1,96,165,165, 10238
TensorConvert copyToDevice 1,108,83,83, 2133
TensorConvert copyFromDevice 1,96,165,165, 5473
TensorConvert copyFromDevice 1,96,165,165, 5437
TensorConvert copyFromDevice 1,54,165,165, 4281
TensorConvert copyFromDevice 1,54,165,165, 4477
TensorConvert copyFromDevice 1,54,165,165, 4388
TensorConvert copyFromDevice 1,54,83,83, 3269
TensorConvert copyFromDevice 1,54,83,83, 3006
TensorConvert copyToDevice 1,270,83,83, 4490
TensorConvert copyFromDevice 1,108,83,83, 3858
TensorConvert copyFromDevice 1,108,83,83, 3549
TensorConvert copyFromDevice 1,108,83,83, 3676
TensorConvert copyToDevice 1,42,42,108, 1861
TensorConvert copyToDevice 1,42,42,108, 3874
TensorConvert copyToDevice 1,42,42,108, 3690
TensorConvert copyToDevice 1,216,42,42, 2861
TensorConvert copyFromDevice 1,42,42,540, 6063
TensorConvert copyToDevice 1,216,42,42, 1785
TensorConvert copyFromDevice 1,216,42,42, 3280
TensorConvert copyFromDevice 1,216,42,42, 3112
TensorConvert copyFromDevice 1,216,42,42, 3289
TensorConvert copyFromDevice 1,42,42,216, 3523
TensorConvert copyFromDevice 1,42,42,216, 3126
TensorConvert copyFromDevice 1,42,42,216, 3211
TensorConvert copyToDevice 1,42,42,1080, 4563
TensorConvert copyFromDevice 1,216,42,42, 4235
TensorConvert copyFromDevice 1,216,42,42, 3301
TensorConvert copyFromDevice 1,216,42,42, 4266
TensorConvert copyFromDevice 1,42,42,216, 3443
TensorConvert copyFromDevice 1,42,42,216, 3260
TensorConvert copyToDevice 1,42,42,1080, 5308
TensorConvert copyToDevice 1,42,42,1080, 5236
TensorConvert copyFromDevice 1,216,42,42, 3088
TensorConvert copyFromDevice 1,216,42,42, 3947
TensorConvert copyToDevice 1,216,42,42, 1875
TensorConvert copyFromDevice 1,42,42,216, 5271
TensorConvert copyFromDevice 1,42,42,216, 4877
TensorConvert copyFromDevice 1,42,42,216, 3981
TensorConvert copyToDevice 1,42,42,1080, 3919
TensorConvert copyFromDevice 1,216,42,42, 4186
TensorConvert copyToDevice 1,42,42,1080, 4430
TensorConvert copyFromDevice 1,216,42,42, 8231
TensorConvert copyFromDevice 1,216,42,42, 3155
TensorConvert copyFromDevice 1,42,42,216, 3479
TensorConvert copyFromDevice 1,42,42,216, 3093
TensorConvert copyFromDevice 1,42,42,216, 3008
TensorConvert copyToDevice 1,42,42,1080, 5028
TensorConvert copyToDevice 1,432,21,21, 2304
TensorConvert copyFromDevice 1,432,42,42, 4341
TensorConvert copyFromDevice 1,432,42,42, 3651
TensorConvert copyFromDevice 1,432,42,42, 3551
TensorConvert copyFromDevice 1,432,42,42, 3609
TensorConvert copyFromDevice 1,432,42,42, 3497
TensorConvert copyFromDevice 1,21,21,432, 3001
TensorConvert copyFromDevice 1,21,21,432, 2820
TensorConvert copyToDevice 1,21,21,2160, 2553
TensorConvert copyFromDevice 1,432,21,21, 5858
TensorConvert copyFromDevice 1,432,21,21, 3044
TensorConvert copyToDevice 1,21,21,2160, 2866
TensorConvert copyFromDevice 1,21,21,432, 7856
TensorConvert copyFromDevice 1,21,21,432, 2934
TensorConvert copyFromDevice 1,21,21,432, 4115
