1001 1370.000000 1370.000000
1,32,149,149 1742.111111 1440.888889
1,64,147,147 2546.846154 2822.411765
1,160,73,73 1661.375000 1938.000000
1,64,73,73 1853.161290 986.218750
1,96,71,71 1778.375000 1565.388889
1,192,35,35 1944.473684 861.107143
1,64,35,35 876.552239 513.298507
1,384,35,35 1434.242105 1352.052083
1,96,35,35 796.666667 640.600000
1,384,17,17 571.552239 820.756098
1,192,17,17 887.920863 388.534031
1,224,17,17 893.437500 848.525000
1,1024,17,17 829.959259 995.482394
1,256,17,17 1084.700000 435.881250
1,320,17,17 2271.700000 494.750000
1,1024,8,8 366.500000 402.250000
1,384,8,8 662.302632 449.032258
1,512,8,8 419.861111 343.767442
1,1536,8,8 410.532787 474.189189
1,256,8,8 318.144068 675.090909
1,1536,1,1 223.125000 216.714286
1,1001 619.937500 97.166667
2 4106.000000 4106.000000
1,3,299,299 696.833333 696.833333
1,32,147,147 2784.800000 1143.500000
1,96,73,73 2547.000000 1411.200000
1,192,71,71 2514.684211 2834.888889
1,224,35,35 2431.600000 2431.600000
1,448,8,8 661.454545 296.413793
1,1,1,1536 262.000000 201.400000
