Add-12 0.402 0.13684
Add-15 0.40883 0.14039
Add-18 0.41791 0.13925
Add-24 0.27277 0.23562
Add-27 0.26828 0.24794
Add-30 0.26516 0.25015
Add-56 0.27602 0.24315
Add-6 0.51126 0.53506
Add-66 0.11283 0.10541
Add-69 0.11048 0.10634
Add-79 0.05045 0.04721
BatchToSpaceND-43 0.04121 0.04014
BatchToSpaceND-44 0.04233 0.0402
BatchToSpaceND-51 0.04396 0.04001
Concat-54 0.04153 0.10281
Conv2D-1 0.25676 0.27996
Conv2D-11 0.4034 0.13928
Conv2D-14 0.41193 0.13482
Conv2D-17 0.42436 0.13668
Conv2D-21 0.07483 0.24666
Conv2D-23 0.27816 0.25491
Conv2D-26 0.27104 0.25547
Conv2D-29 0.28627 0.25268
Conv2D-3 0.2594 0.53645
Conv2D-31 0.27973 0.02518
Conv2D-32 0.28721 0.02496
Conv2D-33 0.27759 0.02555
Conv2D-34 0.28471 0.25193
Conv2D-35 0.03429 0.04086
Conv2D-36 0.03525 0.04061
Conv2D-37 0.03372 0.03357
Conv2D-40 0.03051 0.04112
Conv2D-41 0.0464 0.04076
Conv2D-42 0.04934 0.04216
Conv2D-5 0.49706 0.52923
Conv2D-50 0.05579 0.04244
Conv2D-55 0.10994 0.2525
Conv2D-61 0.28136 0.0264
Conv2D-62 0.28712 0.03346
Conv2D-63 0.06676 0.10336
Conv2D-65 0.11301 0.10437
Conv2D-68 0.11376 0.10478
Conv2D-74 0.1123 0.03447
Conv2D-75 0.11285 0.03446
Conv2D-76 0.03241 0.04592
Conv2D-78 0.0504 0.04813
Conv2D-80 0.05071 0.03543
Conv2D-84 0.05142 0.03387
Conv2D-85 0.05283 0.03429
Conv2D-86 0.0269 0.03443
Conv2D-87 0.03606 0.03368
Conv2D-88 0.02906 0.03437
Conv2D-9 0.40484 0.14126
DepthwiseConv2D-10 0.40353 0.13911
DepthwiseConv2D-13 0.39957 0.13779
DepthwiseConv2D-16 0.39001 0.13927
DepthwiseConv2D-2 0.25994 0.27168
DepthwiseConv2D-20 0.43893 0.07236
DepthwiseConv2D-22 0.28085 0.25034
DepthwiseConv2D-25 0.27646 0.25856
DepthwiseConv2D-28 0.27305 0.24988
DepthwiseConv2D-4 0.50669 0.5314
DepthwiseConv2D-58 0.28624 0.2502
DepthwiseConv2D-59 0.28435 0.25633
DepthwiseConv2D-60 0.30664 0.06011
DepthwiseConv2D-64 0.11825 0.10487
DepthwiseConv2D-67 0.11296 0.1054
DepthwiseConv2D-71 0.11774 0.10521
DepthwiseConv2D-72 0.11199 0.10475
DepthwiseConv2D-73 0.14038 0.0349
DepthwiseConv2D-77 0.05343 0.04744
DepthwiseConv2D-8 0.51864 0.13834
DepthwiseConv2D-81 0.05362 0.04805
DepthwiseConv2D-82 0.0528 0.049
DepthwiseConv2D-83 0.02863 0.03462
Mul-45 0.04052 0.04049
Mul-47 0.04094 0.04075
Mul-52 0.04341 0.04005
Pad-0 0.28213 0.54658
Pad-19 0.41328 0.43091
Pad-57 0.27343 0.26246
Pad-7 0.50795 2.3282
Pad-70 0.11467 0.12318
SpaceToBatchND-38 0.04346 0.04317
SpaceToBatchND-39 0.04063 0.04687
SpaceToBatchND-49 0.04187 0.05078
