Iter 17: InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	10162	384902	395064
Iter 18: InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	5090	392467	397557
Iter 19: InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0b_3x3/Conv2D	Convolution	CPU	5439	397704	403143
Iter 20: InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0b_3x3/Conv2D	Convolution	OpenCL	9028	395164	404192
Iter 21: InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0c_3x3/Conv2D	Convolution	CPU	5950	403280	409230
Iter 22: InceptionV4/InceptionV4/Mixed_5b/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	CPU	1892	409456	411348
Iter 23: InceptionV4/InceptionV4/Mixed_5b/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	CPU	3843	411469	415312
Iter 24: InceptionV4/InceptionV4/Mixed_5b/concat	Concat	CPU	1596	415437	417033
Iter 25: InceptionV4/InceptionV4/Mixed_5c/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	4021	417113	421134
Iter 26: InceptionV4/InceptionV4/Mixed_5c/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	6300	417222	423522
Iter 27: InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	CPU	2964	421299	424263
Iter 28: InceptionV4/InceptionV4/Mixed_5c/Branch_1/Conv2d_0b_3x3/Conv2D	Convolution	CPU	4225	424353	428578
Iter 29: InceptionV4/InceptionV4/Mixed_5c/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	6380	423711	430091
Iter 30: InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	2781	428708	431489
Iter 31: InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0b_3x3/Conv2D	Convolution	CPU	3784	431580	435364
Iter 32: InceptionV4/InceptionV4/Mixed_5c/Branch_2/Conv2d_0c_3x3/Conv2D	Convolution	CPU	5683	435506	441189
Iter 33: InceptionV4/InceptionV4/Mixed_5c/concat	Concat	CPU	1523	441396	442919
Iter 34: InceptionV4/InceptionV4/Mixed_5d/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	4138	442981	447119
Iter 35: InceptionV4/InceptionV4/Mixed_5d/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	6146	443106	449252
Iter 36: InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	CPU	2926	447278	450204
Iter 37: InceptionV4/InceptionV4/Mixed_5d/Branch_1/Conv2d_0b_3x3/Conv2D	Convolution	CPU	3987	450304	454291
Iter 38: InceptionV4/InceptionV4/Mixed_5d/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	7072	449451	456523
Iter 39: InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	2873	454430	457303
Iter 40: InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0b_3x3/Conv2D	Convolution	CPU	3765	457400	461165
Iter 41: InceptionV4/InceptionV4/Mixed_5d/Branch_2/Conv2d_0c_3x3/Conv2D	Convolution	CPU	5565	461371	466936
Iter 42: InceptionV4/InceptionV4/Mixed_5d/concat	Concat	CPU	1379	467149	468528
Iter 43: InceptionV4/InceptionV4/Mixed_5e/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	4038	468593	472631
Iter 44: InceptionV4/InceptionV4/Mixed_5e/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	6110	468742	474852
Iter 45: InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	CPU	2919	472798	475717
Iter 46: InceptionV4/InceptionV4/Mixed_5e/Branch_1/Conv2d_0b_3x3/Conv2D	Convolution	CPU	4066	475802	479868
Iter 47: InceptionV4/InceptionV4/Mixed_5e/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	6360	474963	481323
Iter 48: InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	2823	480005	482828
Iter 49: InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0b_3x3/Conv2D	Convolution	CPU	3821	482917	486738
Iter 50: InceptionV4/InceptionV4/Mixed_5e/Branch_2/Conv2d_0c_3x3/Conv2D	Convolution	CPU	5535	486885	492420
Iter 51: InceptionV4/InceptionV4/Mixed_5e/concat	Concat	CPU	1426	492593	494019
Iter 52: InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	CPU	7766	494079	501845
Iter 53: InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_0b_3x3/Conv2D	Convolution	CPU	26311	501995	528306
Iter 54: InceptionV4/InceptionV4/Mixed_6a/Branch_1/Conv2d_1a_3x3/Conv2D	Convolution	CPU	17151	528454	545605
Iter 55: InceptionV4/InceptionV4/Mixed_6a/Branch_2/MaxPool_1a_3x3/MaxPool	Pooling	CPU	902	545761	546663
Iter 56: InceptionV4/InceptionV4/Mixed_6a/Branch_0/Conv2d_1a_3x3/Conv2D	Convolution	OpenCL	73510	494256	567766
Iter 57: InceptionV4/InceptionV4/Mixed_6a/concat	Concat	CPU	21617	546784	568401
Iter 58: InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	9430	568536	577966
Iter 59: InceptionV4/InceptionV4/Mixed_6b/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	13352	568452	581804
Iter 60: InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	6847	581907	588754
Iter 61: InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0b_1x7/Conv2D	Convolution	OpenCL	16073	578091	594164
Iter 62: InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0b_7x1/Conv2D	Convolution	CPU	8177	588896	597073
Iter 63: InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0c_1x7/Conv2D	Convolution	CPU	8867	597186	606053
Iter 64: InceptionV4/InceptionV4/Mixed_6b/Branch_1/Conv2d_0c_7x1/Conv2D	Convolution	OpenCL	19721	594284	614005
Iter 65: InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0d_7x1/Conv2D	Convolution	CPU	12122	606193	618315
Iter 66: InceptionV4/InceptionV4/Mixed_6b/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	7902	614217	622119
Iter 67: InceptionV4/InceptionV4/Mixed_6b/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	5739	622241	627980
Iter 68: InceptionV4/InceptionV4/Mixed_6b/Branch_2/Conv2d_0e_1x7/Conv2D	Convolution	CPU	13921	618496	632417
Iter 69: InceptionV4/InceptionV4/Mixed_6b/concat	Concat	CPU	1059	632572	633631
Iter 70: InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	9434	633893	643327
Iter 71: InceptionV4/InceptionV4/Mixed_6c/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	13439	633690	647129
Iter 72: InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	6820	647236	654056
Iter 73: InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0b_1x7/Conv2D	Convolution	OpenCL	16036	643441	659477
Iter 74: InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0b_7x1/Conv2D	Convolution	CPU	8178	654190	662368
Iter 75: InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0c_1x7/Conv2D	Convolution	CPU	9004	662477	671481
Iter 76: InceptionV4/InceptionV4/Mixed_6c/Branch_1/Conv2d_0c_7x1/Conv2D	Convolution	OpenCL	19708	659598	679306
Iter 77: InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0d_7x1/Conv2D	Convolution	CPU	12471	671628	684099
Iter 78: InceptionV4/InceptionV4/Mixed_6c/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	7694	679417	687111
Iter 79: InceptionV4/InceptionV4/Mixed_6c/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	5763	687216	692979
Iter 80: InceptionV4/InceptionV4/Mixed_6c/Branch_2/Conv2d_0e_1x7/Conv2D	Convolution	CPU	13180	684295	697475
Iter 81: InceptionV4/InceptionV4/Mixed_6c/concat	Concat	CPU	955	697624	698579
Iter 82: InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	9462	698742	708204
Iter 83: InceptionV4/InceptionV4/Mixed_6d/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	13129	698642	711771
Iter 84: InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	6759	711867	718626
Iter 85: InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0b_1x7/Conv2D	Convolution	OpenCL	16057	708342	724399
Iter 86: InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0b_7x1/Conv2D	Convolution	CPU	8203	718756	726959
Iter 87: InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0c_1x7/Conv2D	Convolution	CPU	8721	727061	735782
Iter 88: InceptionV4/InceptionV4/Mixed_6d/Branch_1/Conv2d_0c_7x1/Conv2D	Convolution	OpenCL	19902	724540	744442
Iter 89: InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0d_7x1/Conv2D	Convolution	CPU	11779	735930	747709
Iter 90: InceptionV4/InceptionV4/Mixed_6d/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	7517	744589	752106
Iter 91: InceptionV4/InceptionV4/Mixed_6d/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	5896	752198	758094
Iter 92: InceptionV4/InceptionV4/Mixed_6d/Branch_2/Conv2d_0e_1x7/Conv2D	Convolution	CPU	14119	747916	762035
Iter 93: InceptionV4/Logits/PreLogitsFlatten/flatten/strided_slice/stack	Const	CPU	1	762270	762271
Iter 94: InceptionV4/Logits/PreLogitsFlatten/flatten/strided_slice/stack_1	Const	CPU	1	762339	762340
Iter 95: InceptionV4/Logits/PreLogitsFlatten/flatten/strided_slice/stack_2	Const	CPU	1	762393	762394
Iter 96: InceptionV4/Logits/PreLogitsFlatten/flatten/Reshape/shape/1	Const	CPU	0	762450	762450
Iter 97: InceptionV4/Logits/Logits/weights	Const	CPU	1	762506	762507
Iter 98: InceptionV4/Logits/Logits/biases	Const	CPU	1	762561	762562
Iter 99: InceptionV4/InceptionV4/Mixed_6d/concat	Concat	OpenCL	1852	762234	764086
Iter 100: InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	7829	764146	771975
Iter 101: InceptionV4/InceptionV4/Mixed_6e/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	21846	764246	786092
Iter 102: InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0b_1x7/Conv2D	Convolution	OpenCL	15917	772028	787945
Iter 103: InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	9617	786251	795868
Iter 104: InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0b_7x1/Conv2D	Convolution	CPU	8017	796015	804032
Iter 105: InceptionV4/InceptionV4/Mixed_6e/Branch_1/Conv2d_0c_7x1/Conv2D	Convolution	OpenCL	19918	788012	807930
Iter 106: InceptionV4/InceptionV4/Mixed_6e/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	6444	808064	814508
Iter 107: InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0c_1x7/Conv2D	Convolution	CPU	12337	804180	816517
Iter 108: InceptionV4/InceptionV4/Mixed_6e/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	5924	814625	820549
Iter 109: InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0d_7x1/Conv2D	Convolution	CPU	10753	816605	827358
Iter 110: InceptionV4/InceptionV4/Mixed_6e/Branch_2/Conv2d_0e_1x7/Conv2D	Convolution	CPU	11397	827535	838932
Iter 111: InceptionV4/InceptionV4/Mixed_6e/concat	Concat	CPU	986	839111	840097
Iter 112: InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	9379	840306	849685
Iter 113: InceptionV4/InceptionV4/Mixed_6f/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	13247	840157	853404
Iter 114: InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	6799	853501	860300
Iter 115: InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0b_1x7/Conv2D	Convolution	OpenCL	15973	849817	865790
Iter 116: InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0b_7x1/Conv2D	Convolution	CPU	8168	860446	868614
Iter 117: InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0c_1x7/Conv2D	Convolution	CPU	8935	868723	877658
Iter 118: InceptionV4/InceptionV4/Mixed_6f/Branch_1/Conv2d_0c_7x1/Conv2D	Convolution	OpenCL	20677	865911	886588
Iter 119: InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0d_7x1/Conv2D	Convolution	CPU	11770	877792	889562
Iter 120: InceptionV4/InceptionV4/Mixed_6f/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	7339	886708	894047
Iter 121: InceptionV4/InceptionV4/Mixed_6f/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	5840	894138	899978
Iter 122: InceptionV4/InceptionV4/Mixed_6f/Branch_2/Conv2d_0e_1x7/Conv2D	Convolution	CPU	14241	889763	904004
Iter 123: InceptionV4/InceptionV4/Mixed_6f/concat	Concat	OpenCL	2075	904178	906253
Iter 124: InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	7804	906351	914155
Iter 125: InceptionV4/InceptionV4/Mixed_6g/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	21763	906414	928177
Iter 126: InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0b_1x7/Conv2D	Convolution	OpenCL	15748	914205	929953
Iter 127: InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	10403	928331	938734
Iter 128: InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0b_7x1/Conv2D	Convolution	CPU	8009	938870	946879
Iter 129: InceptionV4/InceptionV4/Mixed_6g/Branch_1/Conv2d_0c_7x1/Conv2D	Convolution	OpenCL	21011	930023	951034
Iter 130: InceptionV4/InceptionV4/Mixed_6g/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	6454	951164	957618
Iter 131: InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0c_1x7/Conv2D	Convolution	CPU	12041	947086	959127
Iter 132: InceptionV4/InceptionV4/Mixed_6g/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	5858	957722	963580
Iter 133: InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0d_7x1/Conv2D	Convolution	CPU	10763	959208	969971
Iter 134: InceptionV4/InceptionV4/Mixed_6g/Branch_2/Conv2d_0e_1x7/Conv2D	Convolution	CPU	11456	970155	981611
Iter 135: InceptionV4/InceptionV4/Mixed_6g/concat	Concat	OpenCL	2130	981856	983986
Iter 136: InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	8540	984050	992590
Iter 137: InceptionV4/InceptionV4/Mixed_6h/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	22486	984139	1006625
Iter 138: InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0b_1x7/Conv2D	Convolution	OpenCL	15828	992641	1008469
Iter 139: InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	9748	1006781	1016529
Iter 140: InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0b_7x1/Conv2D	Convolution	CPU	7939	1016661	1024600
Iter 141: InceptionV4/InceptionV4/Mixed_6h/Branch_1/Conv2d_0c_7x1/Conv2D	Convolution	OpenCL	20091	1008536	1028627
Iter 142: InceptionV4/InceptionV4/Mixed_6h/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	6421	1028747	1035168
Iter 143: InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0c_1x7/Conv2D	Convolution	CPU	12224	1024741	1036965
Iter 144: InceptionV4/InceptionV4/Mixed_6h/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	5856	1035286	1041142
Iter 145: InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0d_7x1/Conv2D	Convolution	CPU	10628	1037045	1047673
Iter 146: InceptionV4/InceptionV4/Mixed_6h/Branch_2/Conv2d_0e_1x7/Conv2D	Convolution	CPU	11295	1047893	1059188
Iter 147: InceptionV4/InceptionV4/Mixed_6h/concat	Concat	OpenCL	2161	1059434	1061595
Iter 148: InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	7793	1061652	1069445
Iter 149: InceptionV4/InceptionV4/Mixed_7a/Branch_0/Conv2d_1a_3x3/Conv2D	Convolution	OpenCL	4522	1069496	1074018
Iter 150: InceptionV4/InceptionV4/Mixed_7a/Branch_2/MaxPool_1a_3x3/MaxPool	Pooling	OpenCL	2600	1074120	1076720
Iter 151: InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	CPU	19078	1061743	1080821
Iter 152: InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0b_1x7/Conv2D	Convolution	CPU	13300	1080958	1094258
Iter 153: InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_0c_7x1/Conv2D	Convolution	CPU	17067	1094502	1111569
Iter 154: InceptionV4/InceptionV4/Mixed_7a/Branch_1/Conv2d_1a_3x3/Conv2D	Convolution	CPU	8406	1111744	1120150
Iter 155: InceptionV4/InceptionV4/Mixed_7a/concat	Concat	CPU	465	1120383	1120848
Iter 156: InceptionV4/InceptionV4/Mixed_7b/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	4103	1121012	1125115
Iter 157: InceptionV4/InceptionV4/Mixed_7b/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	5011	1120899	1125910
Iter 158: InceptionV4/InceptionV4/Mixed_7b/Branch_2/Conv2d_0b_3x1/Conv2D	Convolution	CPU	4859	1126006	1130865
Iter 159: InceptionV4/InceptionV4/Mixed_7b/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	5871	1125240	1131111
Iter 160: InceptionV4/InceptionV4/Mixed_7b/Branch_1/Conv2d_0b_1x3/Conv2D	Convolution	OpenCL	3960	1131183	1135143
Iter 161: InceptionV4/InceptionV4/Mixed_7b/Branch_2/Conv2d_0c_1x3/Conv2D	Convolution	CPU	6964	1130994	1137958
Iter 162: InceptionV4/InceptionV4/Mixed_7b/Branch_1/Conv2d_0c_3x1/Conv2D	Convolution	OpenCL	3974	1135258	1139232
Iter 163: InceptionV4/InceptionV4/Mixed_7b/Branch_1/concat	Concat	OpenCL	1381	1139333	1140714
Iter 164: InceptionV4/InceptionV4/Mixed_7b/Branch_2/Conv2d_0d_1x3/Conv2D	Convolution	CPU	4198	1138050	1142248
Iter 165: InceptionV4/InceptionV4/Mixed_7b/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	3151	1140783	1143934
Iter 166: InceptionV4/InceptionV4/Mixed_7b/Branch_2/Conv2d_0e_3x1/Conv2D	Convolution	CPU	4259	1142383	1146642
Iter 167: InceptionV4/InceptionV4/Mixed_7b/Branch_2/concat	Concat	CPU	84	1146737	1146821
Iter 168: InceptionV4/InceptionV4/Mixed_7b/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	3427	1144029	1147456
Iter 169: InceptionV4/InceptionV4/Mixed_7b/concat	Concat	CPU	1104	1146867	1147971
Iter 170: InceptionV4/InceptionV4/Mixed_7c/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	3605	1148017	1151622
Iter 171: InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	5596	1148141	1153737
Iter 172: InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	5457	1151750	1157207
Iter 173: InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0b_1x3/Conv2D	Convolution	OpenCL	4171	1153899	1158070
Iter 174: InceptionV4/InceptionV4/Mixed_7c/Branch_1/Conv2d_0c_3x1/Conv2D	Convolution	OpenCL	3700	1158252	1161952
Iter 175: InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0b_3x1/Conv2D	Convolution	CPU	5138	1157348	1162486
Iter 176: InceptionV4/InceptionV4/Mixed_7c/Branch_1/concat	Concat	OpenCL	1463	1162131	1163594
Iter 177: InceptionV4/InceptionV4/Mixed_7c/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	3252	1163733	1166985
Iter 178: InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0c_1x3/Conv2D	Convolution	CPU	7175	1162571	1169746
Iter 179: InceptionV4/InceptionV4/Mixed_7c/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	3520	1167183	1170703
Iter 180: InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0d_1x3/Conv2D	Convolution	CPU	3526	1169832	1173358
Iter 181: InceptionV4/InceptionV4/Mixed_7c/Branch_2/Conv2d_0e_3x1/Conv2D	Convolution	CPU	3498	1173459	1176957
Iter 182: InceptionV4/InceptionV4/Mixed_7c/Branch_2/concat	Concat	CPU	81	1177078	1177159
Iter 183: InceptionV4/InceptionV4/Mixed_7c/concat	Concat	CPU	362	1177224	1177586
Iter 184: InceptionV4/InceptionV4/Mixed_7d/Branch_0/Conv2d_0a_1x1/Conv2D	Convolution	CPU	3630	1177632	1181262
Iter 185: InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0a_1x1/Conv2D	Convolution	OpenCL	5911	1177741	1183652
Iter 186: InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0a_1x1/Conv2D	Convolution	CPU	5561	1181382	1186943
Iter 187: InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0b_1x3/Conv2D	Convolution	OpenCL	4859	1183784	1188643
Iter 188: InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0b_3x1/Conv2D	Convolution	CPU	5109	1187085	1192194
Iter 189: InceptionV4/InceptionV4/Mixed_7d/Branch_1/Conv2d_0c_3x1/Conv2D	Convolution	OpenCL	3793	1188786	1192579
Iter 190: InceptionV4/InceptionV4/Mixed_7d/Branch_1/concat	Concat	OpenCL	1432	1192677	1194109
Iter 191: InceptionV4/InceptionV4/Mixed_7d/Branch_3/AvgPool_0a_3x3/AvgPool	Pooling	OpenCL	3020	1194196	1197216
Iter 192: InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0c_1x3/Conv2D	Convolution	CPU	7289	1192298	1199587
Iter 193: InceptionV4/InceptionV4/Mixed_7d/Branch_3/Conv2d_0b_1x1/Conv2D	Convolution	OpenCL	3542	1197312	1200854
Iter 194: InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0d_1x3/Conv2D	Convolution	CPU	3573	1199668	1203241
Iter 195: InceptionV4/InceptionV4/Mixed_7d/Branch_2/Conv2d_0e_3x1/Conv2D	Convolution	CPU	3486	1203335	1206821
Iter 196: InceptionV4/InceptionV4/Mixed_7d/Branch_2/concat	Concat	CPU	79	1206930	1207009
Iter 197: InceptionV4/InceptionV4/Mixed_7d/concat	Concat	CPU	351	1207054	1207405
Iter 198: InceptionV4/Logits/AvgPool_1a/AvgPool	Pooling	CPU	174	1207480	1207654
Iter 199: InceptionV4/Logits/PreLogitsFlatten/flatten/Shape	Shape	CPU	1	1207713	1207714
Iter 200: InceptionV4/Logits/PreLogitsFlatten/flatten/strided_slice	StridedSlice	CPU	1	1207768	1207769
Iter 201: InceptionV4/Logits/PreLogitsFlatten/flatten/Reshape/shape	Pack	CPU	1	1207813	1207814
Iter 202: InceptionV4/Logits/AvgPool_1a/AvgPool___tr4InceptionV4/Logits/PreLogitsFlatten/flatten/Reshape	ConvertTensor	CPU	17	1207865	1207882
Iter 203: InceptionV4/Logits/PreLogitsFlatten/flatten/Reshape	Reshape	CPU	4	1207934	1207938
