InceptionV4/InceptionV4/Conv2d_1a_3x3/Conv2D,CPU,3934.9,4135.6
InceptionV4/InceptionV4/Conv2d_2a_3x3/Conv2D,CPU,10548.3,14916.0
InceptionV4/InceptionV4/Conv2d_2b_3x3/Conv2D,CPU,20802.3,22672.7
InceptionV4/InceptionV4/Mixed_3a/Branch_0/MaxPool_0a_3x3/MaxPool,CPU,1533.2,1499.8
InceptionV4/InceptionV4/Mixed_3a/Branch_1/Conv2d_0a_3x3/Conv2D,CPU,27635.1,27906.5
InceptionV4/InceptionV4/Mixed_3a/concat,CPU,1955.9,1535.5
InceptionV4/InceptionV4/Mixed_4a/Branch_0/Conv2d_0a_1x1/Conv2D,OpenCL,8387.4,9286.4
InceptionV4/InceptionV4/Mixed_4a/Branch_0/Conv2d_1a_3x3/Conv2D,OpenCL,24718.9,28321.8
InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0a_1x1/Conv2D,CPU,4576.9,5719.8
InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0b_1x7/Conv2D,CPU,14056.7,15459.1
InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_0c_7x1/Conv2D,CPU,14523.7,14799.1
InceptionV4/InceptionV4/Mixed_4a/Branch_1/Conv2d_1a_3x3/Conv2D,CPU,11139.9,12432.5
InceptionV4/InceptionV4/Mixed_4a/concat,OpenCL,3461.9,3296.6
InceptionV4/InceptionV4/Mixed_5a/Branch_0/Conv2d_1a_3x3/Conv2D,CPU,39548.6,42483.3
InceptionV4/InceptionV4/Mixed_5a/Branch_1/MaxPool_1a_3x3/MaxPool,CPU,1243.2,1157.2
InceptionV4/InceptionV4/Mixed_5a/concat,CPU,1057.9,900.3
InceptionV4/InceptionV4/Mixed_5b/Branch_0/Conv2d_0a_1x1/Conv2D,CPU,3755.8,5834.7
InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0a_1x1/Conv2D,CPU,2588.5,3803.3
InceptionV4/InceptionV4/Mixed_5b/Branch_1/Conv2d_0b_3x3/Conv2D,CPU,3400.7,4296.0
InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0a_1x1/Conv2D,CPU,2697.9,3835.5
InceptionV4/InceptionV4/Mixed_5b/Branch_2/Conv2d_0b_3x3/Conv2D,CPU,3194.5,4008.3
